Judge,Candidate.Chosen,Candidate.Not.Chosen,group
715,220,79,expert2
508,220,89,expert1
602,220,92,novice
86,220,102,peer1
29,220,109,peer1
175,220,119,peer2
705,220,144,expert2
509,220,157,expert2
24,220,171,peer1
605,220,176,novice
607,220,176,novice
506,220,179,expert1
603,220,181,novice
7,220,191,peer2
601,220,193,novice
169,220,194,peer2
709,220,206,expert1
505,220,213,expert2
29,220,214,peer1
203,220,216,peer2
715,220,223,expert2
110,220,223,peer1
25,220,223,peer1
154,221,7,peer1
121,221,20,peer1
602,221,23,novice
20,221,24,peer1
149,221,38,peer2
507,221,53,expert2
119,221,55,peer1
175,221,56,peer2
502,221,57,expert1
607,221,76,novice
27,221,78,peer2
701,221,79,expert2
608,221,88,novice
216,221,89,peer1
119,221,99,peer1
41,221,104,peer2
50,221,113,peer1
226,221,113,peer2
123,221,132,peer2
508,221,144,expert1
210,221,147,peer1
602,221,164,novice
709,221,171,expert1
505,221,180,expert2
225,221,194,peer1
122,221,194,peer1
608,221,200,novice
49,221,200,peer1
705,221,201,expert2
62,221,202,peer2
161,221,207,peer2
49,221,208,peer1
506,221,212,expert1
602,221,212,novice
609,221,212,novice
501,221,213,expert1
163,221,218,peer2
123,221,224,peer2
602,223,23,novice
48,223,33,peer1
163,223,33,peer2
163,223,34,peer2
506,223,41,expert1
605,223,57,novice
112,223,71,peer1
606,223,75,novice
33,223,75,peer1
506,223,79,expert1
507,223,79,expert2
74,223,103,peer1
502,223,110,expert1
605,223,111,novice
705,223,112,expert2
507,223,132,expert2
708,223,148,expert1
221,223,148,peer1
124,223,148,peer2
602,223,154,novice
506,223,164,expert1
508,223,207,expert1
505,223,208,expert2
509,223,210,expert2
606,223,212,novice
240,223,212,peer2
602,224,21,novice
507,224,24,expert2
503,224,32,expert2
607,224,32,novice
703,224,34,expert2
706,224,34,expert2
707,224,34,expert2
709,224,35,expert1
604,224,37,novice
142,224,50,peer2
507,224,57,expert2
507,224,70,expert2
189,224,75,peer1
602,224,88,novice
713,224,90,expert1
707,224,91,expert2
502,224,92,expert1
609,224,92,novice
52,224,92,peer2
160,224,93,peer1
508,224,103,expert1
222,224,112,peer1
503,224,116,expert2
114,224,119,peer2
602,224,145,novice
607,224,147,novice
605,224,151,novice
609,224,151,novice
77,224,164,peer2
54,224,187,peer2
103,224,189,peer1
76,224,195,peer2
505,224,199,expert2
507,224,201,expert2
99,224,206,peer1
52,224,207,peer2
709,224,210,expert1
603,224,218,novice
175,224,218,peer2
105,224,221,peer2
602,224,229,novice
21,225,6,peer2
702,225,21,expert1
183,225,21,peer2
702,225,24,expert1
714,225,24,expert2
503,225,34,expert2
65,225,43,peer2
218,225,53,peer1
502,225,55,expert1
709,225,57,expert1
607,225,64,novice
201,225,70,peer2
710,225,77,expert1
601,225,86,novice
505,225,90,expert2
197,225,95,peer2
606,225,96,novice
602,225,108,novice
139,225,113,peer1
704,225,115,expert1
218,225,116,peer1
503,225,119,expert2
606,225,121,novice
508,225,123,expert1
503,225,123,expert2
26,225,123,peer1
604,225,124,novice
507,225,131,expert2
604,225,136,novice
507,225,137,expert2
201,225,140,peer2
503,225,145,expert2
608,225,149,novice
704,225,155,expert1
508,225,163,expert1
607,225,181,novice
34,225,194,peer2
608,225,198,novice
137,225,208,peer1
154,225,209,peer1
151,225,211,peer1
139,225,212,peer1
112,225,218,peer1
126,225,228,peer1
95,226,2,peer1
161,226,6,peer2
197,226,8,peer2
605,226,24,novice
506,226,32,expert1
702,226,32,expert1
104,226,33,peer1
106,226,35,peer2
609,226,37,novice
29,226,40,peer1
605,226,47,novice
505,226,53,expert2
706,226,55,expert2
161,226,58,peer2
508,226,65,expert1
501,226,77,expert1
106,226,89,peer2
212,226,102,peer2
606,226,103,novice
77,226,115,peer2
115,226,126,peer2
115,226,132,peer2
143,226,142,peer2
606,226,143,novice
39,226,145,peer1
709,226,148,expert1
92,226,151,peer1
601,226,154,novice
212,226,154,peer2
609,226,170,novice
222,226,170,peer1
701,226,176,expert2
704,226,181,expert1
506,226,187,expert1
705,226,192,expert2
71,226,192,peer1
167,226,195,peer2
602,226,203,novice
95,226,220,peer1
506,226,224,expert1
508,226,228,expert1
507,226,228,expert2
161,227,6,peer2
508,227,7,expert1
713,227,23,expert1
508,227,32,expert1
605,227,33,novice
507,227,38,expert2
220,227,48,peer2
503,227,57,expert2
88,227,58,peer2
609,227,63,novice
709,227,64,expert1
61,227,65,peer1
506,227,70,expert1
506,227,71,expert1
38,227,78,peer2
97,227,92,peer1
47,227,93,peer1
55,227,93,peer1
185,227,95,peer1
602,227,96,novice
23,227,104,peer2
701,227,120,expert2
601,227,124,novice
704,227,149,expert1
604,227,149,novice
8,227,152,peer1
609,227,155,novice
47,227,168,peer1
20,227,168,peer1
502,227,182,expert1
23,227,187,peer2
204,227,192,peer2
92,227,206,peer1
607,227,223,novice
509,227,224,expert2
77,228,21,peer2
506,228,27,expert1
703,228,35,expert2
609,228,35,novice
604,228,40,novice
601,228,43,novice
173,228,56,peer2
509,228,57,expert2
705,228,58,expert2
607,228,58,novice
501,228,65,expert1
174,228,71,peer2
184,228,74,peer2
140,228,79,peer1
186,228,91,peer2
507,228,99,expert2
601,228,104,novice
509,228,109,expert2
76,228,109,peer2
22,228,120,peer1
133,228,130,peer1
602,228,136,novice
101,228,136,peer2
76,228,136,peer2
196,228,136,peer2
173,228,141,peer2
709,228,146,expert1
711,228,163,expert1
609,228,169,novice
22,228,181,peer1
174,228,190,peer2
8,228,198,peer1
164,228,200,peer2
502,228,203,expert1
164,228,203,peer2
200,228,207,peer2
26,228,208,peer1
713,228,224,expert1
608,228,227,novice
218,229,2,peer1
702,229,7,expert1
608,229,7,novice
505,229,21,expert2
139,229,26,peer1
711,229,37,expert1
602,229,38,novice
507,229,43,expert2
606,229,45,novice
140,229,50,peer1
702,229,64,expert1
601,229,78,novice
222,229,79,peer1
105,229,79,peer2
139,229,92,peer1
26,229,92,peer1
180,229,93,peer1
704,229,95,expert1
34,229,99,peer2
106,229,110,peer2
502,229,116,expert1
704,229,116,expert1
606,229,122,novice
42,229,128,peer2
607,229,137,novice
607,229,145,novice
2,229,163,peer2
503,229,176,expert2
605,229,189,novice
509,229,191,expert2
609,229,191,novice
180,229,192,peer1
713,229,195,expert1
76,229,200,peer2
213,229,210,peer2
605,229,215,novice
506,229,220,expert1
703,229,221,expert2
608,229,226,novice
2,229,230,peer2
41,230,23,peer2
27,230,24,peer2
609,230,29,novice
606,230,32,novice
603,230,33,novice
605,230,33,novice
606,230,33,novice
503,230,34,expert2
503,230,34,expert2
505,230,38,expert2
509,230,38,expert2
27,230,39,peer2
502,230,46,expert1
503,230,46,expert2
503,230,48,expert2
708,230,74,expert1
90,230,78,peer2
51,230,90,peer1
603,230,91,novice
608,230,91,novice
604,230,99,novice
709,230,102,expert1
508,230,112,expert1
158,230,115,peer1
503,230,123,expert2
186,230,123,peer2
508,230,126,expert1
710,230,130,expert1
8,230,132,peer1
708,230,135,expert1
506,230,137,expert1
158,230,148,peer1
8,230,151,peer1
602,230,163,novice
55,230,168,peer1
60,230,180,peer2
155,230,181,peer1
102,230,181,peer2
703,230,212,expert2
605,230,214,novice
41,230,221,peer2
502,230,224,expert1
503,230,224,expert2
20,230,227,peer1
