"","Candidate.Not.Chosen","Candidate.Chosen","Judge","group","theta1","raw1","theta2","raw2","probTheta"
"69",26,27,708,"expert1",1.91006984735736,0.736842105263158,0.481206116877911,0.642857142857143,0.806724210073071
"71",26,103,702,"expert1",1.66996463638669,0.571428571428571,0.481206116877911,0.642857142857143,0.766518952905607
"73",27,228,506,"expert1",-0.0621216409287739,0.4,1.91006984735736,0.736842105263158,0.877846305875696
"74",27,26,508,"expert1",0.481206116877911,0.642857142857143,1.91006984735736,0.736842105263158,0.806724210073071
"75",27,131,702,"expert1",3.45170092380259,0.8,1.91006984735736,0.736842105263158,0.823701710650916
"77",27,155,506,"expert1",3.31036923369203,0.823529411764706,1.91006984735736,0.736842105263158,0.8022313923504
"78",28,7,502,"expert1",-2.17974547214743,0.363636363636364,-3.56907035592754,0.2,0.800484442820388
"79",28,92,506,"expert1",-1.25895047142323,0.294117647058824,-3.56907035592754,0.2,0.909711702652845
"80",28,205,711,"expert1",0.723765140377807,0.7,-3.56907035592754,0.2,0.986518124850271
"81",28,86,506,"expert1",4.9055742284104,0.944444444444444,-3.56907035592754,0.2,0.999791350188827
"82",28,24,502,"expert1",2.23298215173226,0.785714285714286,-3.56907035592754,0.2,0.996987754001596
"84",28,34,709,"expert1",-1.39573097680693,0.3,-3.56907035592754,0.2,0.897829700122671
"86",28,27,708,"expert1",1.91006984735736,0.736842105263158,-3.56907035592754,0.2,0.99584442485068
"87",28,22,702,"expert1",1.16433160612391,0.625,-3.56907035592754,0.2,0.991280208858661
"88",28,216,508,"expert1",-2.59878623432455,0.277777777777778,-3.56907035592754,0.2,0.725176125629632
"89",28,44,506,"expert1",-0.134475948755252,0.571428571428571,-3.56907035592754,0.2,0.968768376881491
"91",29,113,508,"expert1",-0.194329941876278,0.583333333333333,-3.22471760103778,0.3,0.953928213262262
"92",29,163,501,"expert1",-1.78915704318384,0.25,-3.22471760103778,0.3,0.807766236831751
"95",29,210,702,"expert1",-2.30051342602269,0.388888888888889,-3.22471760103778,0.3,0.715897960321676
"96",29,182,709,"expert1",1.06535635528869,0.5,-3.22471760103778,0.3,0.986481346663642
"97",30,206,502,"expert1",-1.48090029335027,0.5625,-3.38777014211092,0.333333333333333,0.870667083082509
"98",30,214,709,"expert1",-1.74455134810404,0.4,-3.38777014211092,0.333333333333333,0.837972443545564
"99",30,200,502,"expert1",-2.14760123966931,0.529411764705882,-3.38777014211092,0.333333333333333,0.775593412815358
"102",30,134,502,"expert1",-1.71184070883826,0.647058823529412,-3.38777014211092,0.333333333333333,0.842364768322444
"103",30,206,506,"expert1",-1.48090029335027,0.5625,-3.38777014211092,0.333333333333333,0.870667083082509
"109",31,87,508,"expert1",2.05872410487173,0.75,-2.62920026433335,0.2,0.990878199110754
"110",31,104,508,"expert1",3.38201984300314,0.818181818181818,-2.62920026433335,0.2,0.997554897425211
"112",31,32,708,"expert1",0.506007506651074,0.470588235294118,-2.62920026433335,0.2,0.958321893925784
"113",31,77,709,"expert1",2.52619801498936,0.846153846153846,-2.62920026433335,0.2,0.994264898839017
"114",31,146,501,"expert1",-0.162655176782697,0.533333333333333,-2.62920026433335,0.2,0.921762973198941
"115",31,28,708,"expert1",-3.56907035592754,0.2,-2.62920026433335,0.2,0.719073415776891
"116",31,45,506,"expert1",2.93118230347837,0.769230769230769,-2.62920026433335,0.2,0.996167440760234
