School,Judge,Candidate.Chosen,Candidate.Not.Chosen
8454038,469,88,87
8454038,469,103,88
8454038,469,103,107
8454038,469,107,91
8454038,469,810,91
8454038,469,106,810
8454038,469,104,106
8454038,469,104,102
8454038,469,102,85
8454038,469,85,93
8454038,469,1010,93
8454038,469,1010,95
8454038,469,95,84
8454038,469,84,92
8454038,469,81,92
8454038,469,83,81
8454038,469,82,83
8454038,469,82,109
8454038,469,109,101
8454038,469,89,101
8454038,469,89,94
8454038,469,105,94
8454038,487,82,88
8454038,487,82,101
8454038,487,106,101
8454038,487,104,106
8454038,487,104,81
8454038,487,81,92
8454038,487,103,92
8454038,487,103,109
8454038,487,83,109
8454038,487,86,83
8454038,487,87,86
8454038,487,810,87
8454038,487,105,810
8454038,487,105,89
8454038,487,91,89
8454038,487,102,91
8454038,487,95,102
8454038,487,107,95
8454038,487,94,107
8454038,487,1010,94
8454038,487,1010,85
8454038,487,84,85
8454038,487,84,93
8454038,470,105,88
8454038,470,88,109
8454038,470,109,91
8454038,470,101,91
8454038,470,103,101
8454038,470,103,102
8454038,470,102,81
8454038,470,104,81
8454038,470,104,89
8454038,470,89,86
8454038,470,106,86
8454038,470,1010,106
8454038,470,1010,87
8454038,470,87,93
8454038,470,94,93
8454038,470,92,94
8454038,470,84,92
8454038,470,85,84
8454038,470,85,95
8454038,470,95,107
8454038,470,107,82
8454038,470,82,810
8454038,470,83,810
8454038,471,106,89
8454038,471,95,89
8454038,471,95,91
8454038,471,91,84
8454038,471,87,84
8454038,471,105,87
8454038,471,105,86
8454038,471,86,810
8454038,471,810,101
8454038,471,101,1010
8454038,471,109,94
8454038,471,1010,109
8454038,471,94,81
8454038,471,81,102
8454038,471,104,102
8454038,471,104,85
8454038,471,85,88
8454038,471,88,92
8454038,471,92,93
8454038,471,82,93
8454038,471,83,82
8454038,471,103,83
8454038,471,107,103
8454038,472,101,107
8454038,472,107,89
8454038,472,104,89
8454038,472,86,104
8454038,472,86,85
8454038,472,85,82
8454038,472,82,102
8454038,472,102,93
8454038,472,93,88
8454038,472,88,105
8454038,472,105,84
8454038,472,84,810
8454038,472,810,95
8454038,472,95,83
8454038,472,83,94
8454038,472,94,81
8454038,472,81,1010
8454038,472,1010,106
8454038,472,106,92
8454038,472,92,109
8454038,472,109,103
8454038,472,103,87
8454038,472,87,91
8454038,489,93,1010
8454038,489,93,101
8454038,489,87,101
8454038,489,92,87
8454038,489,92,88
8454038,489,88,86
8454038,489,106,86
8454038,489,106,95
8454038,489,94,95
8454038,489,94,89
8454038,489,104,89
8454038,489,102,104
8454038,489,102,91
8454038,489,91,85
8454038,489,85,105
8454038,489,105,103
8454038,489,103,109
8454038,489,109,81
8454038,489,81,83
8454038,489,83,810
8454038,489,810,82
8454038,489,82,107
8454038,489,107,84
8454038,490,92,85
8454038,490,85,82
8454038,490,83,82
8454038,490,103,83
8454038,490,103,94
8454038,490,88,94
8454038,490,104,88
8454038,490,104,93
8454038,490,93,91
8454038,490,102,91
8454038,490,106,102
8454038,490,106,101
8454038,490,107,101
8454038,490,107,86
8454038,490,86,89
8454038,490,89,810
8454038,490,87,810
8454038,490,109,87
8454038,490,95,1010
8454038,490,1010,105
8454038,490,105,84
8454038,490,84,81
8454038,490,95,109
8454038,491,103,109
8454038,491,103,95
8454038,491,81,95
8454038,491,81,102
8454038,491,102,93
8454038,491,85,93
8454038,491,88,85
8454038,491,101,88
8454038,491,107,101
8454038,491,107,94
8454038,491,94,810
8454038,491,83,810
8454038,491,84,83
8454038,491,86,84
8454038,491,86,82
8454038,491,104,82
8454038,491,92,104
8454038,491,91,92
8454038,491,106,91
8454038,491,106,87
8454038,491,105,87
8454038,491,105,89
8454038,491,1010,89
8454038,491,107,88
8454038,491,107,103
8454038,492,101,84
8454038,492,105,101
8454038,492,105,83
8454038,492,83,86
8454038,492,86,810
8454038,492,88,810
8454038,492,104,88
8454038,492,104,91
8454038,492,87,91
8454038,492,95,87
8454038,492,103,95
8454038,492,103,107
8454038,492,107,109
8454038,492,109,93
8454038,492,1010,93
8454038,492,106,1010
8454038,492,106,82
8454038,492,82,94
8454038,492,81,94
8454038,492,81,102
8454038,492,102,85
8454038,492,85,89
8454038,492,89,92
8454038,475,84,92
8454038,475,83,84
8454038,475,107,83
8454038,475,89,107
8454038,475,86,89
8454038,475,86,101
8454038,475,104,101
8454038,475,104,810
8454038,475,109,810
8454038,475,88,109
8454038,475,91,88
8454038,475,87,91
8454038,475,87,105
8454038,475,1010,94
8454038,475,94,105
8454038,475,1010,95
8454038,475,95,106
8454038,475,106,102
8454038,475,102,82
8454038,475,82,85
8454038,475,85,81
8454038,475,81,93
8454038,475,93,103
8454038,493,83,810
8454038,493,83,92
8454038,493,109,92
8454038,493,103,109
8454038,493,103,95
8454038,493,105,95
8454038,493,105,101
8454038,493,101,91
8454038,493,94,91
8454038,493,86,94
8454038,493,107,86
8454038,493,107,84
8454038,493,104,84
8454038,493,104,82
8454038,493,82,85
8454038,493,85,89
8454038,493,89,102
8454038,493,102,88
8454038,493,1010,88
8454038,493,1010,106
8454038,493,106,87
8454038,493,87,93
8454038,493,81,93
8454038,494,1010,103
8454038,494,103,84
8454038,494,89,84
8454038,494,83,89
8454038,494,83,87
8454038,494,87,810
8454038,494,81,810
8454038,494,106,81
8454038,494,106,94
8454038,494,94,86
8454038,494,85,86
8454038,494,107,85
8454038,494,95,107
8454038,494,101,95
8454038,494,101,109
8454038,494,82,109
8454038,494,82,93
8454038,494,93,91
8454038,494,105,91
8454038,494,92,105
8454038,494,104,92
8454038,494,102,104
8454038,494,88,102
8454038,476,85,94
8454038,476,104,94
8454038,476,104,95
8454038,476,95,82
8454038,476,82,84
8454038,476,101,84
8454038,476,101,86
8454038,476,83,86
8454038,476,105,83
8454038,476,105,93
8454038,476,106,93
8454038,476,106,107
8454038,476,107,102
8454038,476,89,102
8454038,476,88,89
8454038,476,103,88
8454038,476,103,81
8454038,476,81,810
8454038,476,1010,810
8454038,476,87,1010
8454038,476,87,92
8454038,476,109,92
8454038,476,109,91
8454038,477,105,85
8454038,477,105,86
8454038,477,106,86
8454038,477,106,810
8454038,477,101,810
8454038,477,101,92
8454038,477,92,95
8454038,477,94,95
8454038,477,1010,94
8454038,477,1010,82
8454038,477,82,81
8454038,477,81,103
8454038,477,109,103
8454038,477,109,89
8454038,477,102,89
8454038,477,102,83
8454038,477,83,87
8454038,477,84,87
8454038,477,84,107
8454038,477,107,88
8454038,477,91,88
8454038,477,91,104
8454038,477,104,93
8454038,478,109,91
8454038,478,85,109
8454038,478,101,85
8454038,478,102,101
8454038,478,89,102
8454038,478,810,89
8454038,478,810,81
8454038,478,95,81
8454038,478,95,92
8454038,478,1010,82
8454038,478,92,1010
8454038,478,82,104
8454038,478,104,103
8454038,478,103,84
8454038,478,94,84
8454038,478,94,86
8454038,478,109,92
8454038,478,87,92
8454038,478,101,87
8454038,478,101,95
8454038,478,82,95
8454038,478,106,82
8454038,478,106,89
8454038,478,89,93
8454038,478,93,107
8454038,478,107,810
8454038,478,83,810
8454038,478,83,91
8454038,478,91,84
8454038,478,84,88
8454038,478,88,103
8454038,478,86,103
8454038,478,86,105
8454038,478,105,102
8454038,478,102,104
8454038,478,104,94
8454038,478,94,85
8454038,478,85,81
8454038,478,81,1010
8454038,478,81,1010
8454038,478,1010,810
8454038,478,95,810
8454038,478,83,95
8454038,478,102,83
8454038,478,92,102
8454038,478,106,92
8454038,478,109,106
8454038,478,109,91
8454038,478,88,91
8454038,478,103,88
8454038,478,103,82
8454038,478,82,84
8454038,478,105,84
8454038,478,104,105
8454038,478,104,93
8454038,478,93,94
8454038,478,86,94
8454038,478,107,86
8454038,478,107,89
8454038,478,89,87
8454038,478,101,87
8454038,478,101,85
8454038,479,103,104
8454038,479,104,94
8454038,479,88,94
8454038,479,88,93
8454038,479,93,92
8454038,479,106,92
8454038,479,106,95
8454038,479,101,95
8454038,479,83,101
8454038,479,86,83
8454038,479,1010,86
8454038,479,105,1010
8454038,479,82,105
8454038,479,109,82
8454038,479,109,87
8454038,479,87,810
8454038,479,810,91
8454038,479,89,91
8454038,479,89,84
8454038,479,85,84
8454038,479,102,85
8454038,479,107,102
8454038,479,107,81
8454038,480,106,105
8454038,480,106,92
8454038,480,91,92
8454038,480,91,85
8454038,480,102,85
8454038,480,102,89
8454038,480,89,93
8454038,480,1010,93
8454038,480,1010,109
8454038,480,109,107
8454038,480,107,84
8454038,480,83,84
8454038,480,83,87
8454038,480,87,86
8454038,480,103,86
8454038,480,103,94
8454038,480,81,94
8454038,480,81,810
8454038,480,88,810
8454038,480,88,95
8454038,480,104,95
8454038,480,101,104
8454038,495,85,92
8454038,495,85,810
8454038,495,84,810
8454038,495,84,83
8454038,495,83,88
8454038,495,94,88
8454038,495,94,86
8454038,495,86,91
8454038,495,95,91
8454038,495,107,95
8454038,495,107,101
8454038,495,1010,101
8454038,495,1010,104
8454038,495,81,104
8454038,495,109,81
8454038,495,106,109
8454038,495,106,93
8454038,495,89,93
8454038,495,87,89
8454038,495,105,87
8454038,495,82,105
8454038,495,103,82
8454038,495,102,103
8454038,495,85,1010
8454038,495,92,1010
8454038,495,92,104
8454038,495,104,105
8454038,495,105,88
8454038,495,101,83
8454038,495,83,89
8454038,495,89,107
8454038,495,107,109
8454038,495,109,810
8454038,495,810,102
8454038,495,102,106
8454038,495,106,94
8454038,495,88,101
8454038,495,85,105
8454038,495,85,88
8454038,495,88,82
8454038,495,82,93
8454038,495,93,810
8454038,495,89,810
8454038,495,89,91
8454038,495,94,91
8454038,495,94,103
8454038,495,103,92
8454038,495,109,92
8454038,495,83,109
8454038,495,83,1010
8454038,495,84,1010
8454038,495,107,84
8454038,495,107,81
8454038,495,81,101
8454038,495,101,86
8454038,495,86,87
8454038,495,95,87
