session,judge,candidate_chosen,candidate_not_chosen,time_taken
study1-rigour,74,27,41,1575
study1-rigour,74,25,41,8
study1-rigour,74,22,41,7
study1-rigour,1553,26,41,727
study1-rigour,577,24,41,80
study1-rigour,1553,20,41,88
study1-rigour,537,19,41,137
study1-rigour,1459,23,41,192
study1-rigour,1301,42,41,1034
study1-rigour,1466,24,41,66
study1-rigour,1466,25,41,6
study1-rigour,524,26,41,23
study1-rigour,524,21,41,23
study1-rigour,2719,27,41,24
study1-rigour,2719,22,41,6
study1-rigour,104,26,41,111
study1-rigour,1301,22,41,9
study1-rigour,1301,21,41,13
study1-rigour,1736,42,41,1127
study1-rigour,748,42,41,52
study1-rigour,78,26,41,159
study1-rigour,78,22,41,127
study1-rigour,78,24,41,6
study1-rigour,9,22,42,14
study1-rigour,9,25,42,44
study1-rigour,9,41,42,6
study1-rigour,1077,24,42,72
study1-rigour,1077,22,42,9
study1-rigour,48,26,42,23
study1-rigour,48,21,42,5
study1-rigour,983,22,42,133
study1-rigour,983,41,42,5
study1-rigour,1251,41,42,29
study1-rigour,1251,23,42,50
study1-rigour,753,22,42,23
study1-rigour,450,22,42,149
study1-rigour,450,41,42,21
study1-rigour,3103,19,42,154
study1-rigour,3103,22,42,5
study1-rigour,3103,20,42,5
study1-rigour,3103,27,42,2
study1-rigour,94,23,42,8
study1-rigour,94,27,42,36
study1-rigour,74,20,42,4
study1-rigour,577,26,42,107
study1-rigour,577,22,42,14
study1-rigour,1553,22,42,44
study1-rigour,1459,22,42,162
study1-rigour,1466,24,42,5
study1-rigour,1466,27,42,9
study1-rigour,1466,26,42,5
study1-rigour,2719,23,42,21
study1-rigour,2719,41,42,21
study1-rigour,2719,18,42,5
study1-rigour,104,24,42,17
study1-rigour,104,27,42,18
study1-rigour,17,26,42,67
study1-rigour,17,27,42,63
study1-rigour,1301,23,42,16
study1-rigour,1736,23,42,21
study1-rigour,748,18,42,27
study1-rigour,748,26,42,6
study1-rigour,748,24,42,10
study1-rigour,78,27,42,224
study1-rigour,78,25,42,4
