judge,candidate_chosen,candidate_not_chosen
1,Blinking Menu,Evanescent Menu
1,Blinking Menu,Flower Menu
1,Out-context Disappearing Menu,Blurring Menu
1,Bolding Menu,Pushpin Menu
1,Bowing Menu,Ephemeral Menu
1,Bowing Menu,Greyscaling Menu
1,Bowing Menu,Rainbow menu
1,Bubbling Menu,Split Menu with Scrollbar
1,Twisting Menu,Bubbling Menu
1,Cloud Menu,Square Menu
1,Prediction-by-bar Menu,Ephemeral Menu
1,Evanescent Menu,Font-changing Menu
1,Highlighting Menu,Fish-eye Menu
1,Fish-eye Menu,Step-by-step Menu
1,Fish-eye colored menu,Frequency-based Menu
1,Fish-eye colored menu,Split Menu with Arrowbar
1,Fish-eye colored menu,Temporal Menu
1,Glowing Menu,Frequency-based Menu
1,Polymodal Menu,Frequency-based Menu
1,Pulsing Menu,Greyscaling Menu
1,Greyscaling Menu,Step-by-step Menu
1,Twisting Menu,Greyscaling Menu
1,Heatmap Menu,Hyperbolic Menu
1,Heatmap Menu,Italiczing Menu
1,Prediction-by-bar Menu,Highlighting Menu
1,Highlighting Menu,Time-based Menu
1,Split Menu with Replication,Hyperbolic Menu
1,Transparency Menu,Hyperbolic Menu
1,In-context Appearing Menu,Polymodal Menu
1,In-context Appearing Menu,Rainbow menu
1,Prediction-by-color Menu,Italiczing Menu
1,Pulsing Menu,Italiczing Menu
1,Morphing Menu,Step-by-step Menu
1,Underlying Menu,Out-context Disappearing Menu
1,Pushpin Menu,Patined Menu
1,Prediction-by-bar Menu,Split Menu without replication
1,Rainbow menu,Prediction-by-color Menu
1,Prediction-by-color Menu,Tree Menu
1,Prediction-by-line Menu,Rating Menu
1,Prediction-by-rainbow Menu,Rainbow menu
1,Prediction-by-scale Menu,Split Menu with Replication
1,Rating Menu,Probability-based Menu
1,Pulsing Menu,Split Menu without replication
1,Twisting Menu,Pushpin Menu
1,Time-based Menu,Rainbow menu
1,Underlying Menu,Rainbow menu
1,Rating Menu,Square Menu
1,Rating Menu,Time-based Menu
1,Transparency Menu,Temporal Menu
1,Transparency Menu,Tree Menu
2,Bowing Menu,Blinking Menu
2,Blinking Menu,Split Menu with Arrowbar
2,Blurring Menu,Square Menu
2,Blurring Menu,Time-based Menu
2,Bolding Menu,Morphing Menu
2,Bowing Menu,Cloud Menu
2,Bowing Menu,Evanescent Menu
2,Underlying Menu,Bowing Menu
2,In-context Appearing Menu,Bubbling Menu
2,Morphing Menu,Bubbling Menu
2,Underlying Menu,Bubbling Menu
2,Pushpin Menu,Evanescent Menu
2,Split Menu with Arrowbar,Evanescent Menu
2,Highlighting Menu,Fish-eye Menu
2,Frequency-based Menu,Fish-eye colored menu
2,Underlying Menu,Fish-eye colored menu
2,Highlighting Menu,Flower Menu
2,Prediction-by-color Menu,Flower Menu
2,Split Menu with Arrowbar,Flower Menu
2,Glowing Menu,Polymodal Menu
2,Glowing Menu,Temporal Menu
