judge,candidate_chosen,candidate_not_chosen,time_taken
N4,C21.1 word,C74.1 word,26.4
N4,C43.2 word,256322-256314-21950198,17.9
N4,C103.2 word,C75.1 word,19
N4,C56.1 word,C12.2 word,21.8
N4,C26.2 word,256322-256314-22034228,3.3
N4,C92.1 word,256322-256314-22824759,16.4
N4,C68.1 word,C50.1 word,25.7
N4,256322-256314-22041283,256322-256314-22759029,61.9
N4,256322-256314-21787881,C65.1 word,114.8
N4,C81.2 word,C64.2 word,194.3
N4,C106.1 word,C43.1 word,6.1
N4,256322-256314-21788277,C2.2 word,15.9
N4,C51.2 word,C108.2 word,36.4
N4,C94.1 word,C69.2 word,23.9
N4,C117.1 word,256322-256314-21950198,44.2
N4,256322-256314-22113907,C114.1 word,47.2
N4,256322-256314-21858879,C47.1 word,6.9
N4,C114.2 word,C29.1 word,8.3
N4,C115.1 word,256322-256314-21855861,9.7
N4,C73.2 word,C119.1 word,11.8
N4,C83.2 word,C68.1 word,20.2
N4,C76.2 word,256322-256314-22466548,12.4
N4,C80.2 word,C108.2 word,14.3
N4,256322-256314-21847713,C14.2 word,15.8
N4,C58.2 word,C62.1 word,24.6
N4,256322-256314-22113907,C57.1 word,20.3
N4,C3.2 word,256322-256314-21788135,43
N4,256322-256314-22041283,256322-256314-22828688,9.8
N4,C114.2 word,256322-256314-21788390,20.8
N4,256322-256314-22824794,256322-256314-22779100,26.4
N4,C59.2 word,256322-256314-21788390,56.3
N4,256322-256314-22824807,C56.1 word,13.3
N4,C91.1 word,C118.2 word,13.9
N4,C113.2 word,256322-256314-21851432,90.6
N4,C19.1 word,C72.2 word,21.5
N4,C80.2 word,C105.1 word,50.4
N4,C37.1 word,C109.1 word,17.7
N4,C98.1 word,C31.1 word,26.4
N4,C9.2 word,C52.1 word,59
N4,C86.1 word,C84.2 word,10.5
N4,C93.1 word,C84.1 word,12.5
N4,256322-256314-22039322,256322-256314-22118172,15
N4,C112.1 word,C41.1 word,24.2
N4,C69.2 word,C44.2 word,8.4
N4,C109.2 word,256322-256314-21799725,12.6
N4,C74.2 word,C118.2 word,20.9
N4,C41.2 word,256322-256314-22828688,48
N4,C25.2 word,C46.2 word,57.3
N4,C102.2 word,C72.2 word,22.2
N4,256322-256314-21788277,256322-256314-22034228,36.7
N4,256322-256314-22039885,C62.1 word,29.3
N4,C61.2 word,256322-256314-21860772,10.9
N4,C90.1 word,C77.1 word,13.7
N4,C79.2 word,256322-256314-22824794,41.5
N4,256322-256314-22088225,256322-256314-22094276,32.2
N4,C80.2 word,C83.1 word,113.4
N4,C33.1 word,C56.1 word,19.7
N4,C21.1 word,C103.2 word,84.9
N4,C55.1 word,C47.2 word,19.7
N4,C30.1 word,C97.1 word,56.1
N4,C92.1 word,C25.1 word,19.1
N4,C58.1 word,C49.1 word,29.6
N4,256322-256314-22828688,C72.2 word,220.6
N4,C43.1 word,C85.1 word,12.9
N4,C99.2 word,256322-256314-21787935,34.1
N4,C52.2 word,C45.2 word,46.2
N4,256322-256314-21853772,256322-256314-21847156,85.6
N4,C95.1 word,C111.2 word,27.7
N4,C11.2 word,C72.1 word,49.5
N4,C56.1 word,256322-256314-22034134,86.6
N4,C51.1 word,C22.1 word,58.8
N4,C9.2 word,C13.2 word,55.8
N4,C97.1 word,256322-256314-21787437,47.7
N4,C112.1 word,C104.2 word,45.5
N4,C102.2 word,C69.2 word,50.6
N4,256322-256314-21848795,C112.2 word,35.4
N5,256322-256314-22795338,C105.2 word,20.1
N5,C54.2 word,C113.2 word,21.4
N5,C57.1 word,C65.2 word,21.1
N5,C28.1 word,C41.1 word,40.3
N5,256322-256314-21849538,C97.1 word,12.8
N5,256322-256314-22466548,C75.1 word,15.1
N5,C114.1 word,C89.1 word,35.6
N5,C90.1 word,256322-256314-22159528,11.5
N5,256322-256314-22067929,256322-256314-21788277,13.3
N5,C95.1 word,C15.2 word,16.6
N5,C105.1 word,C41.2 word,19.9
N5,C43.2 word,C83.2 word,13.5
N5,C14.2 word,C69.2 word,19.3
N5,C3.2 word,C12.2 word,24.4
N5,256322-256314-21799725,C21.1 word,16.3
N5,C114.2 word,C37.1 word,33.9
N5,C110.2 word,C32.1 word,8.4
N5,C82.1 word,C25.1 word,10.2
N5,C19.1 word,C16.1 word,15.3
N5,C2.2 word,C15.2 word,17.8
N5,C103.2 word,C45.1 word,19.7
N5,256322-256314-22780844,256322-256314-22466548,48.4
N5,C42.2 word,C76.1 word,6.3
N5,C113.2 word,C76.2 word,16.3
N5,C99.1 word,256322-256314-22824759,16.8
N5,C101.2 word,C112.2 word,17.2
N5,256322-256314-21851432,C42.1 word,32.3
N5,C79.2 word,C23.2 word,11.6
N5,C61.1 word,C22.2 word,38
N5,C38.1 word,C99.2 word,9.3
N5,256322-256314-22780844,C109.2 word,14.1
N5,C86.1 word,C22.2 word,22.5
N5,256322-256314-22824794,C64.2 word,9.5
N5,256322-256314-22824807,C38.1 word,14.4
N5,C20.1 word,256322-256314-21847156,17.6
N5,C56.1 word,256322-256314-22088225,34.4
N5,C77.1 word,256322-256314-21788344,9
N5,C86.1 word,C9.2 word,11.2
N5,C74.1 word,C52.1 word,71.2
N5,C59.1 word,256322-256314-22039885,11.6
N5,C31.1 word,256322-256314-21787437,12.6
N5,256322-256314-22113907,C25.2 word,14.8
N5,256322-256314-22828688,256322-256314-21800794,17.6
N5,256322-256314-21849538,C81.1 word,25.6
N5,C50.1 word,C63.1 word,28.7
N5,C31.1 word,C59.2 word,83.2
N5,C27.1 word,C26.1 word,11.8
N5,C116.1 word,C51.1 word,64.2
N5,256322-256314-22114669,C72.1 word,10.5
N5,256322-256314-21787574,256322-256314-22779100,41.6
N5,C98.1 word,C25.2 word,8.4
N5,C115.2 word,C60.2 word,12
N5,C20.1 word,256322-256314-22034134,16.4
N5,C55.1 word,256322-256314-21860772,12.1
N5,C33.1 word,C89.1 word,18.3
N5,C83.2 word,C18.1 word,27.6
N5,256322-256314-21858879,C58.1 word,9.2
N5,C29.1 word,C25.1 word,20.3
N5,256322-256314-22067929,C47.1 word,51.9
N5,256322-256314-21853772,C66.1 word,17
N5,C75.2 word,C83.2 word,20.5
N5,C81.2 word,256322-256314-21950198,26.2
N5,256322-256314-21860772,C115.1 word,34.8
N5,C94.1 word,C108.2 word,18.1
N5,C73.2 word,C48.1 word,30.4
N5,C75.2 word,C83.1 word,63.1
N5,256322-256314-21858879,C117.1 word,13.7
N5,C113.1 word,C76.1 word,6.7
N5,256322-256314-21848795,256322-256314-22094276,8.1
N5,C21.1 word,C25.2 word,10.1
N5,256322-256314-21839336,C26.2 word,12.7
N5,C45.2 word,256322-256314-22039322,18
N5,C31.1 word,C91.1 word,11.9
N5,C82.1 word,C120.1 word,12.9
N5,C46.2 word,C116.1 word,15.2
N5,C49.1 word,256322-256314-22759029,28.8
N5,256322-256314-21787935,C44.2 word,9.5
N5,C2.2 word,C106.1 word,27.2
N5,C65.1 word,C41.1 word,38.1
N5,C73.2 word,256322-256314-21847713,13.5
N5,C22.1 word,C60.2 word,15.2
N5,256322-256314-22159528,C64.2 word,34.8
N5,C13.2 word,C110.2 word,42.1
N5,C90.1 word,C109.1 word,5.5
N5,C12.2 word,C93.1 word,5.9
N5,256322-256314-22114669,C42.2 word,7.7
N5,C109.2 word,C101.2 word,17.6
N5,C16.1 word,256322-256314-21950198,91.5
N5,C43.1 word,C119.1 word,6.4
N5,C81.1 word,C54.2 word,10.1
N5,C93.1 word,C59.1 word,27.5
N5,C64.1 word,256322-256314-21788390,14.2
N5,C41.2 word,C65.2 word,15.8
N5,C29.1 word,C119.1 word,17.4
N5,C81.1 word,C51.2 word,18
N5,C43.2 word,C105.2 word,15.7
N5,C99.1 word,256322-256314-22780844,44.4
N5,C114.2 word,256322-256314-21853772,23.9
N5,256322-256314-21853772,C25.2 word,31
N5,C61.1 word,C62.1 word,15.9
N5,C56.2 word,256322-256314-21855861,31.4
N5,C103.2 word,C34.1 word,33.9
N5,C79.2 word,C3.2 word,18.5
N5,C104.2 word,C32.1 word,21
N5,256322-256314-21839336,C95.1 word,28.8
N5,C113.2 word,256322-256314-21788135,50.6
N5,256322-256314-22824745,C99.2 word,5.5
N5,C37.1 word,C58.2 word,13.8
N5,256322-256314-21787574,256322-256314-21799725,19.7
N5,C52.2 word,C57.1 word,14.6
N5,C47.2 word,C45.1 word,20.3
N5,C114.1 word,256322-256314-22795338,28.5
N5,256322-256314-21787881,C113.1 word,6.9
N5,C75.2 word,C23.2 word,8.5
N5,256322-256314-21839336,C68.1 word,20.5
N5,C28.1 word,256322-256314-21787881,25.7
N5,256322-256314-21800794,C22.2 word,57.3
N5,C74.2 word,C27.1 word,24
N5,C68.1 word,C56.1 word,34.8
N5,C42.1 word,C86.1 word,10.8
N5,256322-256314-21788277,C46.2 word,10.8
N5,C55.1 word,C77.1 word,22.7
N5,C45.1 word,256322-256314-22041283,24.1
N5,256322-256314-22034134,C72.2 word,5.9
N5,256322-256314-22466548,C48.1 word,10.5
N5,C11.2 word,C65.2 word,11.3
N5,C38.1 word,C26.2 word,21.5
N5,C28.1 word,C76.2 word,6.9
N5,C27.1 word,C42.1 word,19.3
N5,C83.2 word,C9.2 word,44
N5,C18.1 word,C30.1 word,18.8
N5,C62.1 word,C91.1 word,38.5
N5,256322-256314-22828688,C92.1 word,6.6
N5,256322-256314-21858879,256322-256314-22113907,10.9
N5,256322-256314-22779100,C85.1 word,12.1
N5,C19.1 word,C115.2 word,24.8
N5,C84.2 word,256322-256314-21788344,8.8
N5,C72.1 word,C58.2 word,12.1
N5,256322-256314-21787574,256322-256314-22039885,17.2
N5,C59.1 word,256322-256314-22824745,45.6
N5,C94.1 word,C85.1 word,9.1
N5,256322-256314-21950198,C72.2 word,23.4
N5,C99.1 word,C107.1 word,11.8
N5,C50.1 word,C107.1 word,18.1
N5,C65.1 word,C26.1 word,35.9
N5,C81.2 word,C44.2 word,24.5
N5,C52.1 word,C104.2 word,36.4
N5,C118.2 word,C56.2 word,10
N5,C110.2 word,C120.1 word,22.4
N5,C84.1 word,256322-256314-21847156,31.8
N5,C117.1 word,C61.2 word,100.6
N5,C44.1 word,256322-256314-22039322,12.8
N5,C115.1 word,256322-256314-22824807,7
N5,C44.1 word,256322-256314-21788390,35.7
N5,C75.1 word,256322-256314-21849538,68.9
N5,C106.1 word,256322-256314-22824759,7
N5,C38.1 word,C59.2 word,25.2
N5,C38.1 word,C61.2 word,39.7
N5,C111.2 word,C58.1 word,27.9
N5,C64.2 word,C69.2 word,64.4
N5,C35.1 word,C51.1 word,59.4
N5,C56.1 word,256322-256314-22118172,16.7
N5,C108.2 word,C76.2 word,22.3
N5,C80.2 word,C99.2 word,7.5
N5,C42.2 word,256322-256314-22052022,14.5
N5,C68.1 word,256322-256314-21950198,20.2
N5,C63.1 word,C109.2 word,14.7
N5,C102.2 word,C23.2 word,24.2
N5,C14.2 word,C101.2 word,30.1
N5,C75.2 word,C22.2 word,16.4
N5,C25.1 word,256322-256314-22041283,19
N5,256322-256314-22034228,C25.2 word,28
N5,C2.2 word,C11.2 word,82
N5,C80.2 word,C16.1 word,55.9
N5,C51.2 word,256322-256314-21788135,54.3
N6,256322-256314-21848795,C84.1 word,9.3
N6,C69.2 word,C90.1 word,9.6
N6,256322-256314-22088225,256322-256314-22114669,10.3
N6,C82.1 word,256322-256314-21851432,18.1
N6,C114.2 word,C97.1 word,7.7
N6,C32.1 word,256322-256314-22780604,8.9
N6,C54.2 word,256322-256314-21787437,10.8
N6,C35.1 word,C61.1 word,10.9
N6,C58.2 word,C109.1 word,11.7
N6,256322-256314-21860772,C41.2 word,12.9
N6,256322-256314-21860772,C92.1 word,5.7
N6,C110.2 word,C47.1 word,10.8
N6,256322-256314-21839336,C98.1 word,11.2
N6,256322-256314-21787935,256322-256314-22759029,13.2
N6,C13.2 word,256322-256314-22824794,15.3
N6,256322-256314-21851432,C84.2 word,8.8
N6,256322-256314-21858879,C15.2 word,10.4
N6,C41.1 word,C27.1 word,12.4
N6,C75.1 word,C85.1 word,15
N6,C111.2 word,C33.1 word,29.3
N6,C113.2 word,C29.1 word,7.7
N6,256322-256314-22795338,C93.1 word,9.6
N6,C44.1 word,C15.2 word,12.2
N6,C14.2 word,C64.1 word,13
N6,C27.1 word,C85.1 word,5.8
N6,C112.1 word,C47.2 word,7.9
N6,C83.1 word,C84.1 word,11.6
N6,256322-256314-21800794,C45.2 word,14.1
N6,256322-256314-22159528,C95.1 word,20.1
N6,C118.2 word,C81.1 word,8.1
N6,256322-256314-22034228,256322-256314-22824745,8.3
N6,C9.2 word,C97.1 word,8.5
N6,C74.1 word,256322-256314-22795338,10
N6,256322-256314-22052022,256322-256314-22094276,10.9
N6,256322-256314-21787881,C114.1 word,14.5
N6,C12.2 word,C52.2 word,212.9
N6,C103.2 word,C20.1 word,10.9
N6,C74.2 word,256322-256314-21787574,16.3
N6,C84.2 word,C83.1 word,9.9
N6,C44.1 word,256322-256314-22759029,206.2
N6,256322-256314-21853772,256322-256314-22034134,19.5
N6,256322-256314-22780604,C48.1 word,27
N6,256322-256314-22824794,256322-256314-22466548,20.5
N6,C50.1 word,256322-256314-21787574,40.6
N6,C46.2 word,C79.2 word,2.7
N6,C37.1 word,C18.1 word,9.9
N6,C30.1 word,256322-256314-21787437,11.5
N6,C43.2 word,C42.1 word,13.9
N6,C115.2 word,C73.2 word,14.3
N6,256322-256314-22780844,256322-256314-21847156,15.3
N6,256322-256314-22088225,256322-256314-22118172,11.4
N6,C66.1 word,C106.1 word,19
N6,C9.2 word,C26.2 word,31.1
N6,256322-256314-21799725,C65.2 word,12.9
N6,C105.1 word,256322-256314-22118172,14.5
N6,256322-256314-22039322,C52.1 word,29.1
N6,256322-256314-21788135,C26.1 word,7.8
N6,C112.1 word,C42.2 word,14.2
N6,C65.1 word,C60.2 word,14.6
N6,256322-256314-22052022,256322-256314-21950198,28.9
N6,C112.2 word,256322-256314-21849538,9.1
N6,C45.1 word,C83.2 word,11.6
N6,C9.2 word,C112.2 word,14.5
N6,C113.1 word,C117.1 word,16.8
N6,C109.1 word,C47.1 word,158.5
N6,256322-256314-22034228,256322-256314-21847713,10.7
N6,C43.1 word,C59.2 word,17.6
N6,256322-256314-21788390,256322-256314-22780604,22.8
N6,C72.1 word,C20.1 word,23.6
N6,C98.1 word,C60.2 word,15.1
N6,C14.2 word,C51.1 word,17.3
N6,C49.1 word,C80.2 word,46.8
N6,C86.1 word,C89.1 word,15.9
N6,C28.1 word,C72.2 word,7.4
N6,C30.1 word,C76.1 word,10.6
N6,C33.1 word,C76.2 word,11
N6,C105.1 word,256322-256314-22039885,13.1
N6,C64.2 word,256322-256314-21788344,15.1
N6,256322-256314-22779100,256322-256314-22824807,6.8
N6,C94.1 word,C75.2 word,11.8
N6,C99.1 word,C91.1 word,13.9
N6,C120.1 word,C108.2 word,16.4
N6,C31.1 word,256322-256314-21788135,19.2
N6,C15.2 word,C62.1 word,16.2
N6,C19.1 word,C114.1 word,19.4
N6,C105.2 word,C73.2 word,20.3
N6,C95.1 word,C57.1 word,11.3
N6,256322-256314-21860772,256322-256314-22094276,11.8
N6,C61.2 word,C29.1 word,13.5
N6,256322-256314-22067929,C43.1 word,13.9
N6,256322-256314-21787935,C112.2 word,25.6
N6,C105.2 word,C44.2 word,8.7
N6,256322-256314-21855861,C76.1 word,21.4
N6,C34.1 word,256322-256314-21800794,23.7
N6,C110.2 word,C38.1 word,12.5
N6,C35.1 word,C58.2 word,12.9
N6,C75.1 word,C66.1 word,29.8
N6,C47.2 word,C99.2 word,10.1
N6,C79.2 word,256322-256314-21788277,10.7
N6,C118.2 word,C60.2 word,11.9
N6,C45.1 word,C115.1 word,15.8
N6,256322-256314-21787574,C92.1 word,15.9
N6,256322-256314-22780844,C45.2 word,22.1
N6,C101.2 word,256322-256314-21847713,29.5
N6,C74.1 word,C113.2 word,16
N6,C13.2 word,C21.1 word,19
N6,C89.1 word,C93.1 word,21.2
N6,C104.2 word,C85.1 word,7.3
N6,C35.1 word,256322-256314-21799725,12.1
N6,C81.1 word,C43.2 word,14.9
N6,256322-256314-21848795,C14.2 word,27.6
N6,256322-256314-21851432,256322-256314-22824759,9.7
N6,256322-256314-22067929,C69.2 word,13.9
N6,C16.1 word,C27.1 word,18.1
N6,C14.2 word,C12.2 word,26.4
N6,C22.1 word,C19.1 word,12.2
N6,C77.1 word,C84.1 word,12.5
N6,C3.2 word,C49.1 word,24
N6,C97.1 word,C83.1 word,10.1
N6,C64.1 word,C25.1 word,21.3
N6,C68.1 word,256322-256314-22828688,30.6
N7,C115.2 word,C115.1 word,5.2
N7,C114.2 word,C56.2 word,26.9
N7,C77.1 word,C105.1 word,28.7
N7,C63.1 word,C44.2 word,5.5
N7,C63.1 word,256322-256314-21787881,82.3
N7,C75.2 word,C77.1 word,29.3
N7,C94.1 word,256322-256314-22052022,21.9
N7,C66.1 word,C46.2 word,42.3
N7,256322-256314-22795338,256322-256314-22041283,7.5
N7,C9.2 word,C80.2 word,18.1
N7,C75.2 word,C42.1 word,27.9
N7,C116.1 word,C58.2 word,7.4
N7,C45.2 word,C22.2 word,10.8
N7,C120.1 word,C59.1 word,23.9
N7,C65.2 word,C15.2 word,29.7
N7,C113.1 word,256322-256314-21848795,8.1
N7,C81.2 word,C65.1 word,38.5
N7,C18.1 word,256322-256314-21839336,5.1
N7,C31.1 word,C44.1 word,9.8
N7,C38.1 word,C107.1 word,29.5
N7,256322-256314-21788277,C118.2 word,40.6
N7,256322-256314-22041283,256322-256314-22824759,5.4
N7,C23.2 word,C90.1 word,27.3
N7,256322-256314-21788390,C46.2 word,23.3
N7,C62.1 word,C59.1 word,59.6
N7,C3.2 word,C84.1 word,10.3
N7,256322-256314-22052022,C20.1 word,76.1
N7,C31.1 word,256322-256314-22824807,22.5
N7,C25.1 word,C99.1 word,12.4
N7,C72.1 word,256322-256314-21787574,14.9
N7,256322-256314-22466548,C2.2 word,30.3
N7,C51.2 word,C11.2 word,163.2
N7,C89.1 word,C3.2 word,45.6
N7,256322-256314-22088225,C109.2 word,9.7
N7,C82.1 word,C105.2 word,30.1
N7,256322-256314-21853772,C37.1 word,42.8
N7,C34.1 word,256322-256314-22118172,7.1
N7,C61.2 word,C109.1 word,8.8
N7,256322-256314-22759029,C27.1 word,16.5
N7,C61.1 word,C82.1 word,103.8
N7,256322-256314-21847713,C35.1 word,9.5
N7,C32.1 word,C25.2 word,12
N7,C104.2 word,C62.1 word,15
N7,C42.2 word,C102.2 word,15.9
N7,C108.2 word,256322-256314-22780604,83.4
N7,256322-256314-22824745,C76.1 word,8.8
N7,C42.1 word,C26.1 word,9.9
N7,C34.1 word,C113.2 word,12.6
N7,C86.1 word,C99.1 word,41.1
N7,C114.1 word,C41.2 word,84
N7,C55.1 word,C72.2 word,7.9
N7,256322-256314-21847713,C76.2 word,11.9
N7,C116.1 word,256322-256314-21799725,19.7
N7,C98.1 word,C2.2 word,67.7
N7,C103.2 word,256322-256314-21858879,69.5
N7,C65.2 word,C74.2 word,58.8
N7,C49.1 word,256322-256314-22067929,22.7
N7,C60.2 word,C41.1 word,13.5
N7,C112.1 word,C113.1 word,51
N7,C61.1 word,C3.2 word,10.7
N7,256322-256314-22052022,C91.1 word,13.1
N7,256322-256314-21847156,C68.1 word,84
N7,C43.2 word,C119.1 word,11.2
N7,C13.2 word,C51.2 word,17.2
N7,C114.2 word,C47.1 word,36.6
N7,C101.2 word,C74.1 word,54.1
N7,256322-256314-22067929,256322-256314-21787574,23.2
N7,256322-256314-21851432,C64.1 word,95.3
N7,C28.1 word,256322-256314-21860772,8.6
N7,256322-256314-22780604,C95.1 word,49.8
N7,C9.2 word,C119.1 word,11
N7,C22.1 word,C83.1 word,47
N7,C29.1 word,C84.2 word,11
N7,C64.2 word,C22.1 word,11.7
N7,C117.1 word,C75.1 word,46.3
N7,C34.1 word,256322-256314-22034134,30.6
N7,256322-256314-21855861,C57.1 word,48.9
N7,256322-256314-22779100,256322-256314-21788135,61.5
N7,256322-256314-22034228,C56.1 word,60.7
N7,C64.2 word,C105.1 word,12.8
N7,C16.1 word,256322-256314-21855861,59.3
N7,C18.1 word,C12.2 word,53.9
N7,C97.1 word,256322-256314-22824759,59.6
N7,C28.1 word,C85.1 word,9.4
N7,256322-256314-22039322,C63.1 word,44
N7,256322-256314-22039322,C63.1 word,44
N7,C45.1 word,256322-256314-22114669,50.6
N7,C102.2 word,256322-256314-22824745,63.6
N7,256322-256314-21800794,C119.1 word,45.4
N7,256322-256314-22113907,C69.2 word,65
N7,C106.1 word,C111.2 word,78.6
N7,C83.2 word,C107.1 word,8.8
N7,C52.2 word,C112.2 word,12.8
N7,256322-256314-21858879,C33.1 word,19.5
N7,C116.1 word,C43.1 word,12.4
N7,256322-256314-21787437,C51.1 word,38
N7,256322-256314-21788344,C74.2 word,15
N7,256322-256314-21787935,256322-256314-21849538,49.8
N7,C52.1 word,C19.1 word,55
N7,C58.1 word,256322-256314-22824794,11.2
N7,C79.2 word,C14.2 word,67.3
N7,256322-256314-22094276,C93.1 word,10.2
N7,C98.1 word,C113.1 word,62.4
N7,C62.1 word,C107.1 word,24
N7,C117.1 word,256322-256314-21849538,44.8
N7,C52.1 word,256322-256314-22118172,49.9
N7,C81.2 word,C59.2 word,75.7
N7,256322-256314-22824807,C37.1 word,46.2
N7,256322-256314-21853772,C89.1 word,21.3
N7,256322-256314-21853772,C89.1 word,21.3
N7,C44.1 word,256322-256314-22828688,10.8
N7,C11.2 word,256322-256314-22114669,11.6
N7,C80.2 word,C73.2 word,15.8
N7,C68.1 word,C82.1 word,23
N7,C116.1 word,256322-256314-22824745,13.5
N7,C41.1 word,C42.2 word,13.6
N7,C54.2 word,C45.2 word,17.8
N7,C20.1 word,C108.2 word,21.5
N7,256322-256314-21839336,C118.2 word,29.1
N7,256322-256314-21788277,C12.2 word,36.6
N7,C64.1 word,C50.1 word,11.5
N7,C64.1 word,C50.1 word,11.5
N7,C34.1 word,C44.2 word,13.6
N7,256322-256314-21853772,C15.2 word,16.5
N7,256322-256314-22759029,256322-256314-21788277,38.8
N7,256322-256314-21787437,C110.2 word,11.9
N7,C41.2 word,C92.1 word,38.5
N7,256322-256314-21848795,C91.1 word,14.8
N7,C35.1 word,256322-256314-22039885,47.6
N7,C16.1 word,C26.2 word,19.4
N7,C106.1 word,256322-256314-21853772,29
N7,C66.1 word,C84.1 word,11.2
N7,256322-256314-22159528,C38.1 word,13.4
N7,C95.1 word,C75.2 word,33
N7,C22.2 word,256322-256314-21787881,15.5
N7,C58.2 word,256322-256314-21787574,16.2
N7,256322-256314-22159528,C65.1 word,35.7
N7,256322-256314-21858879,C106.1 word,8.6
N7,C109.1 word,C76.2 word,9.1
N7,C114.2 word,C104.2 word,19.5
N7,256322-256314-22828688,C85.1 word,7.8
N7,C56.2 word,C102.2 word,8.7
N7,256322-256314-21858879,C51.2 word,8.9
N7,256322-256314-21851432,C26.2 word,9.9
N7,256322-256314-21950198,C112.1 word,23.1
N7,C109.2 word,256322-256314-21847156,8.6
N7,C31.1 word,C49.1 word,19.5
N7,C45.1 word,C105.2 word,22.8
N7,C21.1 word,C113.2 word,24.3
N7,C65.2 word,256322-256314-21950198,11.4
N7,C105.1 word,256322-256314-22828688,12.7
N7,C27.1 word,256322-256314-22824745,23.2
N7,C109.1 word,C77.1 word,12.3
N7,C56.2 word,C43.2 word,13.8
N7,C3.2 word,C14.2 word,15.4
N7,256322-256314-21847713,C98.1 word,15.7
N7,256322-256314-21787935,C115.1 word,9.6
N7,256322-256314-22795338,C72.2 word,9.8
N7,C109.2 word,C42.1 word,10
N7,256322-256314-21788344,C28.1 word,14
N7,C73.2 word,C63.1 word,16.3
N7,C23.2 word,C57.1 word,16.3
N7,C51.2 word,C47.1 word,22.8
N7,C59.2 word,C119.1 word,12.6
N7,C59.2 word,C119.1 word,12.6
N7,256322-256314-22824794,C107.1 word,15.4
N7,C99.2 word,C43.1 word,25.3
N7,C18.1 word,C46.2 word,9.8
N7,C47.2 word,C19.1 word,13
N7,C99.1 word,C75.1 word,18.7
N7,256322-256314-22113907,C52.1 word,22
N7,C114.1 word,256322-256314-22780844,24.5
N7,256322-256314-22779100,256322-256314-21800794,27.4
N7,256322-256314-22039885,256322-256314-22780844,34.1
N7,C99.1 word,256322-256314-21950198,4
N6,C47.2 word,C59.1 word,11.5
N6,256322-256314-22041283,C99.2 word,7.7
N6,C115.2 word,C117.1 word,8.7
N6,256322-256314-22114669,256322-256314-22824759,9.2
N6,256322-256314-21799725,C55.1 word,30.4
N6,256322-256314-22466548,C97.1 word,18.9
N6,C83.2 word,C48.1 word,19.6
N6,C110.2 word,256322-256314-21788390,16.5
N6,C81.1 word,C79.2 word,34.1
N6,256322-256314-21860772,C56.2 word,11.6
N6,256322-256314-22067929,C56.2 word,12.3
N6,C56.1 word,C91.1 word,17
N6,C30.1 word,C64.2 word,28.9
N6,C103.2 word,C26.1 word,13.4
N6,C93.1 word,C34.1 word,27.4
N6,C104.2 word,C26.2 word,27.9
N6,C109.2 word,C112.2 word,7.9
N6,C13.2 word,C22.1 word,31
N6,C115.1 word,256322-256314-22088225,43.8
N6,256322-256314-22052022,C69.2 word,21.3
N6,C55.1 word,256322-256314-22780604,24.9
N6,256322-256314-22039322,C86.1 word,30.6
N6,C22.2 word,C83.1 word,32.1
N6,C115.2 word,C29.1 word,11.5
N6,C33.1 word,256322-256314-21788344,18.4
N6,256322-256314-22113907,C26.1 word,14.5
N6,256322-256314-22159528,C51.1 word,21.8
N6,256322-256314-22094276,C47.1 word,28.4
N6,C21.1 word,256322-256314-22034134,20.8
N6,C9.2 word,256322-256314-21787574,24.2
N6,256322-256314-22113907,256322-256314-22779100,29.9
N6,C54.2 word,C101.2 word,24.7
N6,C74.1 word,256322-256314-21788390,38.2
N6,C94.1 word,256322-256314-22094276,37.3
N6,C68.1 word,C74.1 word,25.8
N6,C2.2 word,C59.2 word,55.9
N6,C84.2 word,256322-256314-21847713,17.6
N6,C56.1 word,C46.2 word,22.7
N6,C104.2 word,C95.1 word,18.2
N6,C92.1 word,C58.2 word,23.2
N6,C21.1 word,C12.2 word,32.2
N6,C54.2 word,C38.1 word,22.1
N6,C61.1 word,C16.1 word,31.6
N6,C84.1 word,C76.1 word,11.1
N6,C105.2 word,C14.2 word,41.8
N6,C15.2 word,C31.1 word,18.8
N6,256322-256314-21787437,C61.2 word,41.7
N6,C81.1 word,256322-256314-22828688,27.6
N6,C61.2 word,256322-256314-21788135,39.4
N6,C120.1 word,C62.1 word,29.1
N6,C58.1 word,256322-256314-21848795,31
N6,C72.1 word,256322-256314-22466548,32.3
N8,C109.1 word,256322-256314-21788277,10.7
N8,C56.1 word,256322-256314-22824794,11.9
N8,C63.1 word,C34.1 word,12.9
N8,256322-256314-21849538,C115.1 word,8
N8,C99.1 word,C47.2 word,14.4
N8,C37.1 word,C113.1 word,14.8
N8,256322-256314-21950198,C41.1 word,15.4
N8,256322-256314-21788135,C50.1 word,11.5
N8,C56.1 word,C60.2 word,11.6
N8,C27.1 word,C114.1 word,19.7
N8,C63.1 word,C30.1 word,22
N8,256322-256314-22067929,256322-256314-21839336,8.4
N8,C113.2 word,C50.1 word,10.3
N8,C80.2 word,C69.2 word,12.7
N8,C82.1 word,C98.1 word,37.9
N8,C19.1 word,256322-256314-22118172,9.6
N8,C13.2 word,256322-256314-22039885,18.7
N8,C82.1 word,C72.1 word,20.4
N8,C91.1 word,C20.1 word,13.9
N8,C86.1 word,C116.1 word,14.7
N8,256322-256314-22795338,C114.2 word,27.3
N8,256322-256314-21787574,C29.1 word,9.6
N8,256322-256314-22779100,C93.1 word,10.8
N8,C51.2 word,C48.1 word,12.8
N8,256322-256314-22088225,C74.1 word,13
