session,judge,candidate_chosen,candidate_not_chosen,time_taken
study2-insight,6787,168,173,134
study2-insight,6787,118,143,38
study2-insight,6787,123,113,96
study2-insight,6787,148,178,76
study2-insight,6787,153,138,681
study2-insight,6787,158,133,211
study2-insight,6787,183,163,17
study2-insight,6787,128,138,33
study2-insight,6787,153,173,16
study2-insight,6787,148,113,32
study2-insight,5966,128,133,19
study2-insight,5966,118,143,29
study2-insight,5966,158,123,8
study2-insight,5966,183,163,14
study2-insight,5966,113,168,20
study2-insight,5966,153,138,12
study2-insight,5966,178,148,7
study2-insight,5966,158,173,54
study2-insight,5966,118,133,12
study2-insight,5966,128,143,6
study2-insight,5966,168,178,9
study2-insight,5966,173,148,5
study2-insight,5966,183,123,6
study2-insight,5966,113,163,3
study2-insight,5966,143,138,4
study2-insight,5966,153,133,4
study2-insight,5966,128,118,3
study2-insight,5966,158,153,3
study2-insight,5966,173,183,7
study2-insight,5966,178,138,3
study2-insight,5966,163,123,2
study2-insight,5966,113,148,2
study2-insight,5966,143,168,4
study2-insight,5966,133,158,4
study2-insight,5966,148,128,2
study2-insight,6328,158,118,117
study2-insight,5839,118,183,34
study2-insight,5839,168,163,29
study2-insight,5839,123,178,18
study2-insight,5839,143,153,90
study2-insight,5839,128,173,127
study2-insight,5839,113,133,8
study2-insight,5839,158,138,31
study2-insight,5839,143,148,7
study2-insight,6939,168,173,56
study2-insight,6939,178,118,31
study2-insight,6939,163,153,110
study2-insight,6939,138,123,11
study2-insight,6939,183,128,123
study2-insight,6939,133,113,21
study2-insight,6939,148,143,120
study2-insight,6939,158,183,53
study2-insight,6939,168,133,13
study2-insight,6939,118,123,7
study2-insight,6939,128,173,41
study2-insight,6939,163,178,209
study2-insight,6939,138,113,4
study2-insight,6939,148,153,5
study2-insight,6855,158,183,38
study2-insight,6855,128,133,35
study2-insight,6855,138,163,59
study2-insight,6855,153,113,126
study2-insight,6855,178,173,41
study2-insight,6855,118,168,7
study2-insight,6855,143,123,36
study2-insight,6855,128,148,37
study2-insight,6855,118,113,9
study2-insight,6855,153,163,12
study2-insight,6855,133,168,16
study2-insight,6855,173,123,7
study2-insight,5448,183,138,55
study2-insight,5448,158,143,44
study2-insight,5448,178,113,45
study2-insight,5448,118,153,55
study2-insight,5448,128,173,27
study2-insight,5448,133,123,14
study2-insight,5448,163,168,30
study2-insight,5448,148,143,19
study2-insight,5448,158,183,30
study2-insight,5448,138,178,23
study2-insight,5448,118,173,9
study2-insight,5448,128,153,9
study2-insight,5448,133,113,9
study2-insight,5448,148,168,9
study2-insight,5448,123,163,7
study2-insight,5448,138,143,12
study2-insight,5448,158,178,9
study2-insight,5448,148,183,9
study2-insight,5448,118,123,5
study2-insight,5448,133,153,4
study2-insight,5448,173,168,5
study2-insight,5448,163,113,3
study2-insight,5448,128,183,2
study2-insight,5448,143,178,2
study2-insight,5448,138,158,2
study2-insight,5946,153,113,81
study2-insight,5946,118,148,346
study2-insight,5946,178,183,541
study2-insight,5497,128,153,76
study2-insight,5497,158,163,81
study2-insight,5497,133,173,227
study2-insight,5497,143,168,43
study2-insight,5497,138,123,71
study2-insight,5497,183,113,62
study2-insight,5497,118,178,24
study2-insight,5497,158,148,36
study2-insight,5497,168,173,16
study2-insight,5497,138,143,18
study2-insight,5497,123,163,10
study2-insight,5497,133,153,7
study2-insight,5946,173,123,2162
study2-insight,5946,128,163,206
study2-insight,5946,158,138,211
study2-insight,5946,133,143,102
study2-insight,6906,158,183,243
study2-insight,6906,148,153,194
study2-insight,6906,178,113,16
study2-insight,5946,168,153,336
study2-insight,6906,128,168,127
study2-insight,5946,118,128,95
study2-insight,6906,133,118,38
study2-insight,6906,143,123,71
study2-insight,5946,173,183,108
study2-insight,6906,163,138,59
study2-insight,6906,148,173,24
study2-insight,5946,178,148,54
study2-insight,6906,128,178,40
study2-insight,5946,133,113,56
study2-insight,5759,138,168,65
study2-insight,5759,158,123,51
study2-insight,5759,143,118,23
study2-insight,5759,163,183,40
study2-insight,5759,153,113,83
study2-insight,5759,178,148,51
study2-insight,5759,128,173,48
study2-insight,5759,133,168,71
study2-insight,5759,113,118,43
study2-insight,5759,153,123,28
study2-insight,5759,183,143,51
study2-insight,5759,158,138,39
study2-insight,5759,163,148,63
study2-insight,5759,178,173,70
study2-insight,5759,128,133,7
study2-insight,5413,183,118,57
study2-insight,5413,143,113,14
study2-insight,5413,163,138,32
study2-insight,5413,158,153,28
study2-insight,5413,168,123,16
study2-insight,5413,178,173,30
study2-insight,5413,148,133,31
study2-insight,5413,168,128,18
study2-insight,5413,143,183,27
study2-insight,5413,153,118,6
study2-insight,5413,163,113,5
study2-insight,5413,138,123,2
study2-insight,5413,158,173,3
study2-insight,5413,128,133,23
study2-insight,5413,148,178,5
study2-insight,5413,158,118,2
study2-insight,5413,163,123,2
study2-insight,5413,168,183,2
study2-insight,5413,138,113,3
study2-insight,5413,143,153,3
study2-insight,5413,148,128,3
