session,judge,candidate_chosen,candidate_not_chosen,time_taken
study2-insight,5413,178,133,4
study2-insight,5413,138,173,20
study2-insight,5413,153,183,1
study2-insight,5413,163,168,4
study2-insight,5473,118,143,12
study2-insight,5473,158,123,34
study2-insight,5473,113,173,52
study2-insight,5473,128,178,343
study2-insight,5473,153,163,41
study2-insight,5473,138,148,13
study2-insight,5473,133,168,28
study2-insight,5473,183,123,26
study2-insight,5473,118,113,8
study2-insight,5473,143,158,28
study2-insight,5473,148,163,27
study2-insight,5473,173,168,1075
study2-insight,5473,128,138,128
study2-insight,5473,178,153,17
study2-insight,5473,133,183,4
study2-insight,5473,143,123,14
study2-insight,5473,118,158,4
study2-insight,5473,153,113,16
study2-insight,5473,133,148,8
study2-insight,5473,183,173,6
study2-insight,5473,138,163,6
study2-insight,5473,128,168,4
study2-insight,5473,178,118,4
study2-insight,5473,113,158,5
study2-insight,5473,148,123,3
study2-insight,6691,143,113,23
study2-insight,6691,128,168,163
study2-insight,6691,158,178,84
study2-insight,6691,163,173,239
study2-insight,6691,118,123,112
study2-insight,6691,133,138,221
study2-insight,6691,153,183,91
study2-insight,6691,143,148,40
study2-insight,6691,168,173,157
study2-insight,6691,153,118,106
study2-insight,6691,158,138,60
study2-insight,6691,133,113,13
study2-insight,6691,183,123,15
study2-insight,6691,163,178,22
study2-insight,6691,128,148,40
study2-insight,6691,143,153,32
study2-insight,6691,138,183,25
study2-insight,6691,163,113,14
study2-insight,5751,118,123,17
study2-insight,5751,143,128,97
study2-insight,5751,158,173,31
study2-insight,5751,178,168,59
study2-insight,5751,133,138,139
study2-insight,5751,163,153,300
study2-insight,5751,183,113,28
study2-insight,5751,148,173,5
study2-insight,5751,133,123,4
study2-insight,5751,118,178,4
study2-insight,5751,158,128,7
study2-insight,5751,143,168,6
study2-insight,5751,148,183,16
study2-insight,5751,163,138,12
study2-insight,5751,113,153,33
study2-insight,5751,118,128,8
study2-insight,5350,168,173,101
study2-insight,5350,158,123,33
study2-insight,5350,143,133,22
study2-insight,5350,153,178,17
study2-insight,5350,118,138,10
study2-insight,5350,113,163,13
study2-insight,5350,148,128,19
study2-insight,5350,183,158,12
study2-insight,5350,143,123,6
study2-insight,5882,128,133,33
study2-insight,5350,173,178,7
study2-insight,5350,168,148,13
study2-insight,5350,163,133,16
study2-insight,5350,113,153,6
study2-insight,5882,178,173,50
study2-insight,5350,183,138,20
study2-insight,5882,143,138,29
study2-insight,5350,118,128,4
study2-insight,5350,168,158,3
study2-insight,5350,113,123,5
study2-insight,5882,118,168,14
study2-insight,5350,153,183,12
study2-insight,5350,163,143,9
study2-insight,5882,123,148,67
study2-insight,5882,153,158,26
study2-insight,5882,183,163,20
study2-insight,5882,133,113,106
study2-insight,5882,138,173,44
study2-insight,5882,178,143,31
study2-insight,5882,123,128,9
study2-insight,5882,118,148,3
study2-insight,5882,168,158,51
study2-insight,5882,183,113,4
study2-insight,5882,153,163,31
study2-insight,5882,133,173,5
study2-insight,5882,118,178,2
study2-insight,5882,123,143,2
study2-insight,5603,128,173,44
study2-insight,5603,133,138,40
study2-insight,5603,148,178,34
study2-insight,5603,158,168,35
study2-insight,5603,123,163,27
study2-insight,5603,118,143,22
study2-insight,5603,183,113,30
study2-insight,5603,158,153,70
study2-insight,5603,133,173,9
study2-insight,5603,138,178,13
study2-insight,5603,148,128,15
study2-insight,5603,183,168,5
study2-insight,5603,118,163,4
study2-insight,5603,153,143,23
study2-insight,5603,123,113,4
study2-insight,5603,128,168,6
study2-insight,5603,138,173,72
study2-insight,5603,133,148,5
study2-insight,5603,158,178,8
study2-insight,5603,183,143,3
study2-insight,5603,118,153,5
study2-insight,5603,113,163,16
study2-insight,5603,123,138,4
study2-insight,5603,178,173,4
study2-insight,5603,128,158,4
study2-insight,6328,148,133,24
study2-insight,6328,168,153,11
study2-insight,6328,113,183,7
study2-insight,6328,173,143,7
study2-insight,6328,163,123,6
study2-insight,6328,178,138,13
study2-insight,6328,168,128,5
study2-insight,6328,148,118,12
study2-insight,6328,158,133,12
study2-insight,6328,128,123,6
study2-insight,6328,153,173,10
study2-insight,6328,163,143,4
study2-insight,6328,178,183,5
study2-insight,6328,138,113,6
study2-insight,6328,168,118,3
study2-insight,6328,158,148,5
study2-insight,6328,133,183,2
study2-insight,6328,178,128,4
study2-insight,6328,153,123,4
study2-insight,6328,138,143,4
study2-insight,6328,173,113,9
study2-insight,6328,168,163,4
study2-insight,6328,133,118,3
study2-insight,6328,113,148,4
study2-insight,6696,158,123,70
study2-insight,6696,148,128,39
study2-insight,6696,163,183,16
study2-insight,6696,168,143,57
study2-insight,6696,178,138,24
study2-insight,6696,153,133,13
study2-insight,6696,173,118,3
study2-insight,6696,113,158,6
study2-insight,6696,153,168,28
study2-insight,6696,148,118,4
study2-insight,6696,163,178,9
study2-insight,6696,133,183,14
study2-insight,6696,138,128,3
study2-insight,6696,173,123,5
study2-insight,6696,113,143,4
study2-insight,6696,158,148,4
study2-insight,6696,143,123,23
study2-insight,6696,133,118,5
study2-insight,6696,168,178,6
study2-insight,6696,153,138,6
study2-insight,6696,163,128,5
study2-insight,6696,173,183,2
study2-insight,6696,113,133,2
study2-insight,6696,158,153,11
study2-insight,5941,168,173,145
study2-insight,5908,118,183,30
study2-insight,5941,143,118,64
study2-insight,5941,138,123,27
study2-insight,5908,138,178,98
study2-insight,5941,163,148,76
study2-insight,5941,158,128,24
study2-insight,5941,133,113,17
study2-insight,5941,178,183,86
study2-insight,5908,163,158,196
study2-insight,5908,153,173,75
study2-insight,5908,123,148,107
study2-insight,5908,128,143,107
study2-insight,5908,133,168,145
study2-insight,5908,153,113,23
study2-insight,5941,153,158,565
study2-insight,6424,163,128,14
study2-insight,6424,183,123,18
study2-insight,6424,168,138,16
study2-insight,6424,143,118,11
study2-insight,6424,178,133,7
study2-insight,6424,158,148,3
study2-insight,6424,173,113,8
study2-insight,6424,153,138,10
study2-insight,6424,163,168,16
study2-insight,5627,113,123,36
study2-insight,5627,148,118,28
study2-insight,5627,143,138,21
study2-insight,5627,158,128,11
study2-insight,5627,183,168,14
study2-insight,5627,163,133,17
study2-insight,5627,178,153,13
study2-insight,5627,173,128,11
study2-insight,5627,138,168,10
study2-insight,5627,158,123,4
study2-insight,5627,148,133,5
study2-insight,5627,113,163,7
study2-insight,5627,118,183,3
study2-insight,5627,143,173,6
study2-insight,5627,158,153,9
study2-insight,5627,178,183,3
study2-insight,5627,148,163,5
study2-insight,5627,133,128,7
study2-insight,5627,143,123,3
study2-insight,5627,118,168,6
study2-insight,5627,113,138,5
study2-insight,5627,178,173,5
study2-insight,5627,148,153,6
study2-insight,5627,158,168,6
study2-insight,5627,138,183,3
study2-insight,6229,118,133,53
study2-insight,6229,163,128,36
study2-insight,6229,113,123,16
study2-insight,6229,158,143,52
study2-insight,6229,183,153,23
study2-insight,6229,148,138,40
study2-insight,6229,173,178,62
study2-insight,6229,168,143,73
study2-insight,6229,128,123,19
study2-insight,6229,118,163,5
study2-insight,6229,133,113,8
study2-insight,6229,138,173,86
study2-insight,6229,168,178,11
study2-insight,6229,148,183,7
study2-insight,6229,158,153,16
study2-insight,6229,143,123,17
study2-insight,6229,133,128,16
study2-insight,6229,118,113,5
study2-insight,6229,158,163,9
study2-insight,6229,173,183,5
study2-insight,6229,178,148,13
study2-insight,6229,138,153,21
study2-insight,6229,168,163,7
study2-insight,6229,128,113,8
study2-insight,6229,133,143,6
study2-insight,6696,123,118,11
study2-insight,5736,118,123,938
study2-insight,5736,138,143,14
study2-insight,5736,158,178,38
study2-insight,5736,153,133,4
study2-insight,5736,173,128,15
study2-insight,5736,148,163,28
study2-insight,5736,168,113,20
study2-insight,5736,183,168,28
study2-insight,5736,148,173,5
study2-insight,5736,123,113,11
study2-insight,5736,118,128,6
study2-insight,5736,138,133,17
study2-insight,5736,183,153,5
study2-insight,5736,178,143,31
study2-insight,5736,163,158,3
study2-insight,5736,123,143,19
study2-insight,5736,133,168,7
study2-insight,5736,128,178,4
study2-insight,5736,183,148,5
study2-insight,5736,118,173,2
study2-insight,5736,153,113,4
study2-insight,5736,163,138,3
study2-insight,5736,158,168,5
study2-insight,5736,148,113,3
study2-insight,5736,173,178,5
