judge,candidate_chosen,candidate_not_chosen,group
711,48,182,expert1
508,48,203,expert1
508,48,226,expert1
502,49,32,expert1
711,49,47,expert1
708,49,70,expert1
704,49,108,expert1
704,49,109,expert1
502,49,116,expert1
506,49,135,expert1
508,49,146,expert1
711,49,176,expert1
506,49,203,expert1
502,50,120,expert1
502,50,147,expert1
506,50,157,expert1
506,50,164,expert1
508,50,164,expert1
711,50,181,expert1
502,50,194,expert1
508,50,198,expert1
710,50,212,expert1
709,50,214,expert1
506,50,216,expert1
502,50,223,expert1
710,50,227,expert1
506,52,22,expert1
506,52,114,expert1
508,52,144,expert1
508,52,203,expert1
506,52,215,expert1
711,52,216,expert1
508,52,221,expert1
508,53,6,expert1
704,53,23,expert1
506,53,26,expert1
501,53,31,expert1
506,53,47,expert1
710,53,52,expert1
506,53,93,expert1
711,53,108,expert1
709,53,122,expert1
708,53,149,expert1
710,53,194,expert1
508,53,221,expert1
711,55,46,expert1
506,55,79,expert1
508,55,89,expert1
501,55,92,expert1
713,55,105,expert1
502,55,114,expert1
508,55,114,expert1
508,55,154,expert1
506,55,199,expert1
501,55,216,expert1
506,55,221,expert1
508,56,3,expert1
708,56,47,expert1
508,56,64,expert1
508,56,92,expert1
508,56,97,expert1
506,56,103,expert1
506,56,141,expert1
508,56,141,expert1
708,56,151,expert1
502,57,31,expert1
710,57,94,expert1
508,57,136,expert1
506,57,190,expert1
508,57,203,expert1
501,57,220,expert1
501,58,38,expert1
711,58,75,expert1
508,58,76,expert1
508,58,163,expert1
508,58,206,expert1
508,58,209,expert1
711,58,216,expert1
508,63,3,expert1
704,63,53,expert1
502,63,56,expert1
502,63,64,expert1
713,63,70,expert1
704,63,90,expert1
506,63,115,expert1
508,63,155,expert1
702,63,157,expert1
508,63,171,expert1
508,63,195,expert1
508,64,33,expert1
508,64,122,expert1
713,64,147,expert1
713,64,163,expert1
506,64,171,expert1
710,64,193,expert1
508,64,195,expert1
501,65,6,expert1
506,65,6,expert1
506,65,26,expert1
704,65,64,expert1
502,65,92,expert1
502,65,93,expert1
506,65,210,expert1
506,65,228,expert1
702,69,44,expert1
704,69,46,expert1
508,69,47,expert1
502,69,53,expert1
709,69,71,expert1
704,69,125,expert1
501,69,194,expert1
508,69,213,expert1
713,70,116,expert1
508,70,130,expert1
506,70,154,expert1
502,70,187,expert1
710,70,191,expert1
501,71,70,expert1
506,71,73,expert1
502,71,95,expert1
508,71,218,expert1
508,71,224,expert1
508,72,36,expert1
704,72,46,expert1
501,72,53,expert1
502,72,74,expert1
508,72,86,expert1
713,72,96,expert1
702,72,105,expert1
501,72,130,expert1
506,72,144,expert1
713,72,152,expert1
704,72,170,expert1
508,72,201,expert1
508,72,208,expert1
711,73,50,expert1
508,73,69,expert1
501,73,71,expert1
501,73,79,expert1
506,73,87,expert1
502,73,114,expert1
508,73,116,expert1
710,73,141,expert1
508,73,143,expert1
710,73,144,expert1
702,73,213,expert1
508,73,229,expert1
508,74,40,expert1
713,74,78,expert1
501,74,126,expert1
502,74,135,expert1
508,74,167,expert1
508,74,224,expert1
508,74,230,expert1
506,75,144,expert1
506,75,189,expert1
710,75,189,expert1
702,75,193,expert1
501,75,207,expert1
501,75,210,expert1
506,75,219,expert1
501,76,3,expert1
508,76,6,expert1
508,76,38,expert1
506,76,102,expert1
713,76,114,expert1
506,76,145,expert1
709,76,157,expert1
501,76,205,expert1
508,76,209,expert1
708,76,224,expert1
506,77,24,expert1
709,77,31,expert1
713,77,48,expert1
502,77,93,expert1
702,77,99,expert1
710,77,175,expert1
501,77,187,expert1
508,77,193,expert1
502,77,201,expert1
508,77,224,expert1
508,77,227,expert1
711,78,27,expert1
508,78,37,expert1
702,78,53,expert1
508,78,58,expert1
709,78,94,expert1
506,78,104,expert1
711,78,195,expert1
508,78,209,expert1
713,78,230,expert1
508,79,29,expert1
702,79,43,expert1
502,79,132,expert1
502,79,184,expert1
502,79,194,expert1
710,86,22,expert1
506,86,28,expert1
502,86,69,expert1
508,86,94,expert1
711,86,96,expert1
506,86,99,expert1
506,86,103,expert1
501,86,112,expert1
702,86,121,expert1
502,86,126,expert1
710,86,131,expert1
709,86,144,expert1
704,86,152,expert1
711,86,154,expert1
704,86,155,expert1
508,86,176,expert1
501,86,190,expert1
508,87,31,expert1
506,87,90,expert1
502,87,99,expert1
711,87,103,expert1
713,87,103,expert1
506,87,112,expert1
711,87,124,expert1
502,87,144,expert1
508,87,147,expert1
702,87,169,expert1
501,87,184,expert1
506,87,194,expert1
506,88,91,expert1
502,88,99,expert1
508,88,112,expert1
506,88,134,expert1
508,88,200,expert1
502,88,206,expert1
506,88,217,expert1
502,88,219,expert1
508,89,90,expert1
502,89,132,expert1
502,89,193,expert1
708,89,220,expert1
713,90,109,expert1
502,90,128,expert1
704,90,147,expert1
506,90,214,expert1
702,91,112,expert1
708,91,128,expert1
502,91,206,expert1
708,91,214,expert1
506,92,28,expert1
506,92,99,expert1
704,92,149,expert1
506,92,211,expert1
704,92,212,expert1
508,93,89,expert1
506,93,99,expert1
508,93,148,expert1
501,93,157,expert1
506,93,198,expert1
508,93,211,expert1
508,94,28,expert1
508,94,29,expert1
710,94,164,expert1
711,95,53,expert1
711,95,90,expert1
506,95,112,expert1
708,95,146,expert1
508,95,154,expert1
506,95,187,expert1
506,95,216,expert1
508,96,2,expert1
710,96,40,expert1
502,96,108,expert1
709,96,110,expert1
506,96,130,expert1
702,96,130,expert1
702,96,137,expert1
506,96,143,expert1
711,96,152,expert1
508,96,169,expert1
508,96,175,expert1
506,96,190,expert1
502,96,192,expert1
508,97,45,expert1
713,97,56,expert1
713,97,69,expert1
709,97,90,expert1
708,97,95,expert1
506,97,103,expert1
708,97,136,expert1
506,97,151,expert1
508,97,179,expert1
508,97,192,expert1
710,97,214,expert1
502,99,144,expert1
508,99,144,expert1
709,99,193,expert1
508,99,223,expert1
704,102,41,expert1
501,102,58,expert1
501,102,140,expert1
508,102,145,expert1
711,102,146,expert1
508,102,170,expert1
702,102,213,expert1
508,102,220,expert1
702,103,26,expert1
502,103,55,expert1
508,103,76,expert1
508,103,95,expert1
704,103,125,expert1
508,103,126,expert1
501,103,135,expert1
506,103,135,expert1
709,103,143,expert1
711,103,154,expert1
713,103,154,expert1
501,103,220,expert1
508,104,31,expert1
508,104,32,expert1
702,104,56,expert1
710,104,74,expert1
508,104,78,expert1
711,104,153,expert1
506,104,205,expert1
709,104,218,expert1
508,104,225,expert1
508,105,48,expert1
704,105,78,expert1
709,105,135,expert1
711,105,167,expert1
711,105,215,expert1
508,105,221,expert1
506,105,224,expert1
508,105,225,expert1
508,105,228,expert1
501,108,20,expert1
702,108,25,expert1
506,108,40,expert1
502,108,45,expert1
713,108,122,expert1
506,108,123,expert1
508,108,125,expert1
506,108,175,expert1
508,109,32,expert1
506,109,47,expert1
502,109,52,expert1
506,109,57,expert1
711,109,90,expert1
704,109,145,expert1
502,109,146,expert1
506,109,198,expert1
709,109,216,expert1
501,110,20,expert1
708,110,187,expert1
502,110,194,expert1
506,110,206,expert1
506,110,208,expert1
508,110,208,expert1
506,110,219,expert1
508,110,219,expert1
501,111,159,expert1
508,111,159,expert1
501,111,164,expert1
502,111,164,expert1
506,111,164,expert1
506,111,179,expert1
506,111,189,expert1
710,111,203,expert1
704,111,210,expert1
704,112,79,expert1
501,112,120,expert1
508,112,213,expert1
702,113,20,expert1
508,113,29,expert1
508,113,34,expert1
508,113,50,expert1
506,113,94,expert1
711,113,195,expert1
711,113,219,expert1
508,114,87,expert1
708,114,109,expert1
508,114,136,expert1
708,114,136,expert1
506,114,147,expert1
711,114,151,expert1
713,114,167,expert1
709,114,187,expert1
508,115,3,expert1
508,115,76,expert1
502,115,125,expert1
506,115,171,expert1
702,115,190,expert1
502,115,192,expert1
704,115,226,expert1
713,116,37,expert1
709,116,58,expert1
704,116,65,expert1
506,116,130,expert1
508,116,135,expert1
506,116,203,expert1
508,116,230,expert1
708,119,65,expert1
702,119,88,expert1
502,119,103,expert1
711,119,108,expert1
713,119,123,expert1
711,119,163,expert1
709,120,36,expert1
508,120,75,expert1
508,120,92,expert1
506,120,94,expert1
506,120,99,expert1
502,120,110,expert1
508,120,193,expert1
506,121,109,expert1
501,121,120,expert1
502,121,135,expert1
506,121,191,expert1
508,121,227,expert1
508,122,33,expert1
502,122,36,expert1
713,122,65,expert1
508,122,176,expert1
506,122,187,expert1
710,122,201,expert1
710,122,207,expert1
506,122,229,expert1
508,123,38,expert1
711,123,70,expert1
711,123,89,expert1
508,123,90,expert1
502,123,137,expert1
502,123,159,expert1
713,124,21,expert1
506,124,32,expert1
508,124,52,expert1
713,124,87,expert1
508,124,99,expert1
506,124,114,expert1
704,124,121,expert1
506,124,123,expert1
709,124,141,expert1
506,124,154,expert1
704,124,154,expert1
508,124,182,expert1
501,124,215,expert1
502,124,215,expert1
502,124,226,expert1
501,124,228,expert1
506,125,36,expert1
508,125,79,expert1
506,125,119,expert1
702,125,124,expert1
502,125,169,expert1
713,125,190,expert1
711,125,192,expert1
713,125,226,expert1
702,126,4,expert1
508,126,34,expert1
506,126,72,expert1
506,126,92,expert1
708,126,143,expert1
709,126,201,expert1
704,128,111,expert1
506,128,157,expert1
508,128,220,expert1
501,130,95,expert1
502,130,95,expert1
502,130,126,expert1
708,130,171,expert1
710,130,227,expert1
702,131,23,expert1
702,131,27,expert1
711,131,48,expert1
711,131,69,expert1
506,131,137,expert1
508,131,140,expert1
508,131,141,expert1
710,131,219,expert1
506,132,148,expert1
702,132,179,expert1
710,132,184,expert1
506,132,194,expert1
506,132,202,expert1
708,132,220,expert1
502,134,30,expert1
506,134,79,expert1
704,134,79,expert1
710,134,132,expert1
502,134,144,expert1
508,134,144,expert1
508,134,157,expert1
502,134,179,expert1
506,134,179,expert1
502,134,202,expert1
506,134,217,expert1
710,135,88,expert1
506,135,95,expert1
708,135,113,expert1
710,135,140,expert1
704,135,219,expert1
506,135,221,expert1
508,135,226,expert1
506,136,26,expert1
502,136,35,expert1
508,136,35,expert1
708,136,41,expert1
506,136,89,expert1
713,136,130,expert1
502,136,157,expert1
506,136,214,expert1
713,136,214,expert1
502,137,46,expert1
508,137,46,expert1
508,137,48,expert1
508,137,94,expert1
508,137,109,expert1
508,137,112,expert1
704,137,151,expert1
709,137,159,expert1
711,137,170,expert1
711,137,226,expert1
711,140,44,expert1
713,140,44,expert1
709,140,63,expert1
508,140,112,expert1
708,141,3,expert1
713,141,34,expert1
506,141,43,expert1
506,141,74,expert1
710,141,88,expert1
506,141,96,expert1
508,141,122,expert1
713,141,200,expert1
711,141,208,expert1
506,142,38,expert1
713,142,49,expert1
506,142,58,expert1
508,142,119,expert1
709,142,159,expert1
704,142,195,expert1
508,142,205,expert1
508,143,46,expert1
713,143,46,expert1
506,143,74,expert1
704,143,95,expert1
710,143,105,expert1
711,143,126,expert1
711,143,135,expert1
702,143,201,expert1
506,143,228,expert1
506,144,216,expert1
508,145,23,expert1
508,145,57,expert1
711,145,109,expert1
713,145,109,expert1
709,145,147,expert1
713,145,191,expert1
501,146,31,expert1
713,146,32,expert1
506,146,52,expert1
713,146,89,expert1
711,146,200,expert1
508,146,212,expert1
502,146,220,expert1
508,146,220,expert1
506,147,91,expert1
710,147,102,expert1
501,147,132,expert1
501,147,134,expert1
704,147,134,expert1
710,147,201,expert1
502,147,216,expert1
506,148,41,expert1
702,148,57,expert1
501,148,179,expert1
502,148,207,expert1
502,149,75,expert1
508,149,75,expert1
508,149,90,expert1
508,149,110,expert1
506,149,112,expert1
506,149,193,expert1
708,149,198,expert1
506,149,206,expert1
506,149,208,expert1
713,149,214,expert1
506,151,6,expert1
702,151,114,expert1
508,151,119,expert1
506,151,154,expert1
708,151,167,expert1
508,151,203,expert1
508,151,228,expert1
704,152,69,expert1
502,152,75,expert1
710,152,96,expert1
502,152,154,expert1
713,152,154,expert1
508,152,170,expert1
506,152,182,expert1
501,152,187,expert1
702,152,207,expert1
710,152,225,expert1
711,152,225,expert1
702,152,227,expert1
508,152,230,expert1
702,153,70,expert1
704,153,78,expert1
508,153,130,expert1
508,153,168,expert1
711,153,175,expert1
704,153,195,expert1
506,153,213,expert1
704,154,87,expert1
508,154,134,expert1
702,154,149,expert1
506,154,180,expert1
710,154,192,expert1
501,154,203,expert1
501,154,213,expert1
502,154,225,expert1
508,155,8,expert1
710,155,22,expert1
506,155,27,expert1
710,155,40,expert1
502,155,43,expert1
501,155,47,expert1
702,155,65,expert1
508,155,99,expert1
502,155,105,expert1
711,155,115,expert1
508,155,128,expert1
506,155,136,expert1
501,155,221,expert1
711,155,225,expert1
708,157,199,expert1
708,157,202,expert1
702,159,36,expert1
502,159,164,expert1
502,159,202,expert1
506,159,207,expert1
501,163,29,expert1
708,163,65,expert1
708,163,221,expert1
502,164,148,expert1
708,164,202,expert1
502,167,21,expert1
502,167,40,expert1
711,167,114,expert1
708,167,126,expert1
713,167,142,expert1
506,167,181,expert1
508,167,209,expert1
709,167,213,expert1
506,168,78,expert1
713,168,92,expert1
508,168,108,expert1
713,168,119,expert1
506,168,131,expert1
702,168,141,expert1
709,168,228,expert1
709,169,8,expert1
506,169,32,expert1
508,169,53,expert1
502,169,97,expert1
710,169,126,expert1
709,169,128,expert1
710,169,167,expert1
506,169,213,expert1
502,170,33,expert1
506,170,69,expert1
704,170,69,expert1
704,170,103,expert1
501,170,121,expert1
702,170,167,expert1
506,170,180,expert1
709,170,208,expert1
501,170,227,expert1
502,170,229,expert1
502,171,141,expert1
708,171,159,expert1
710,171,213,expert1
713,175,55,expert1
502,175,97,expert1
508,175,115,expert1
508,175,135,expert1
702,175,142,expert1
506,175,167,expert1
709,176,20,expert1
704,176,37,expert1
506,176,43,expert1
711,176,70,expert1
704,176,108,expert1
713,176,121,expert1
713,176,126,expert1
502,176,143,expert1
508,176,171,expert1
502,176,181,expert1
508,176,187,expert1
506,176,221,expert1
702,176,224,expert1
506,179,202,expert1
708,179,203,expert1
708,179,213,expert1
710,180,79,expert1
502,180,120,expert1
501,180,198,expert1
702,180,210,expert1
508,181,40,expert1
508,181,43,expert1
508,181,49,expert1
713,181,50,expert1
501,181,69,expert1
709,181,74,expert1
508,181,116,expert1
506,181,152,expert1
713,181,182,expert1
702,181,189,expert1
502,181,226,expert1
709,182,29,expert1
502,182,43,expert1
704,182,47,expert1
508,182,49,expert1
506,182,69,expert1
709,182,135,expert1
501,182,202,expert1
502,184,111,expert1
508,184,111,expert1
502,184,148,expert1
708,184,159,expert1
506,184,164,expert1
502,184,202,expert1
508,184,207,expert1
506,184,217,expert1
508,187,202,expert1
506,187,228,expert1
708,189,57,expert1
702,189,94,expert1
708,189,110,expert1
502,189,111,expert1
506,189,159,expert1
502,189,179,expert1
713,190,48,expert1
502,190,52,expert1
508,190,71,expert1
709,190,189,expert1
506,191,34,expert1
501,191,38,expert1
710,191,65,expert1
502,191,73,expert1
708,191,109,expert1
708,191,119,expert1
508,191,132,expert1
502,191,149,expert1
702,191,202,expert1
709,192,6,expert1
506,192,33,expert1
506,192,36,expert1
711,192,46,expert1
702,192,70,expert1
713,192,104,expert1
710,192,175,expert1
702,193,29,expert1
506,193,30,expert1
708,193,30,expert1
506,193,132,expert1
502,193,159,expert1
702,194,30,expert1
508,194,148,expert1
708,194,148,expert1
708,194,193,expert1
506,194,207,expert1
502,195,3,expert1
708,195,53,expert1
713,195,95,expert1
702,195,147,expert1
506,198,2,expert1
506,198,110,expert1
508,198,149,expert1
501,198,194,expert1
502,198,208,expert1
709,198,208,expert1
508,198,213,expert1
508,198,213,expert1
506,199,20,expert1
502,199,28,expert1
708,199,30,expert1
506,199,202,expert1
508,199,202,expert1
502,199,207,expert1
502,200,30,expert1
702,200,111,expert1
501,200,148,expert1
506,200,148,expert1
502,200,164,expert1
506,200,184,expert1
502,200,199,expert1
506,200,210,expert1
508,200,216,expert1
506,201,22,expert1
506,201,89,expert1
708,201,112,expert1
508,201,147,expert1
702,201,209,expert1
506,201,223,expert1
501,202,179,expert1
506,203,57,expert1
708,203,94,expert1
502,203,128,expert1
713,203,157,expert1
710,203,202,expert1
711,205,28,expert1
508,205,34,expert1
711,205,79,expert1
704,205,112,expert1
506,205,145,expert1
709,205,199,expert1
704,205,209,expert1
502,206,30,expert1
506,206,30,expert1
708,206,36,expert1
501,206,88,expert1
506,206,88,expert1
704,206,99,expert1
501,206,132,expert1
508,206,163,expert1
702,206,203,expert1
508,207,148,expert1
506,207,159,expert1
501,207,164,expert1
506,208,91,expert1
508,208,92,expert1
502,208,110,expert1
702,208,111,expert1
506,208,199,expert1
501,208,200,expert1
501,208,219,expert1
508,209,65,expert1
709,209,94,expert1
704,209,189,expert1
702,210,29,expert1
502,210,111,expert1
704,210,120,expert1
502,210,194,expert1
508,210,194,expert1
508,210,199,expert1
508,210,200,expert1
506,211,20,expert1
506,211,75,expert1
502,211,90,expert1
508,211,90,expert1
502,211,94,expert1
508,211,111,expert1
506,211,113,expert1
709,211,113,expert1
508,211,164,expert1
710,211,210,expert1
506,212,2,expert1
502,212,99,expert1
508,212,214,expert1
502,212,216,expert1
710,213,202,expert1
506,214,2,expert1
709,214,30,expert1
710,214,111,expert1
502,214,198,expert1
708,214,208,expert1
508,214,223,expert1
506,215,22,expert1
704,215,23,expert1
506,215,24,expert1
709,215,38,expert1
713,215,49,expert1
508,215,69,expert1
713,215,74,expert1
508,215,130,expert1
704,215,135,expert1
711,215,135,expert1
501,215,157,expert1
508,215,159,expert1
506,215,190,expert1
508,215,212,expert1
502,215,221,expert1
508,216,28,expert1
502,216,79,expert1
709,216,148,expert1
501,216,193,expert1
502,216,223,expert1
710,217,7,expert1
502,217,148,expert1
710,217,157,expert1
506,217,189,expert1
502,217,202,expert1
704,218,25,expert1
506,218,57,expert1
702,218,92,expert1
506,218,130,expert1
508,218,157,expert1
501,218,203,expert1
501,218,226,expert1
506,219,20,expert1
508,219,20,expert1
501,219,134,expert1
704,219,136,expert1
506,219,200,expert1
502,219,207,expert1
508,219,223,expert1
506,220,2,expert1
506,220,31,expert1
508,220,89,expert1
506,220,179,expert1
709,220,206,expert1
502,221,57,expert1
508,221,144,expert1
709,221,171,expert1
506,221,212,expert1
501,221,213,expert1
506,223,41,expert1
506,223,79,expert1
502,223,110,expert1
708,223,148,expert1
506,223,164,expert1
508,223,207,expert1
709,224,35,expert1
713,224,90,expert1
502,224,92,expert1
508,224,103,expert1
709,224,210,expert1
702,225,21,expert1
702,225,24,expert1
502,225,55,expert1
709,225,57,expert1
710,225,77,expert1
704,225,115,expert1
508,225,123,expert1
704,225,155,expert1
508,225,163,expert1
506,226,32,expert1
702,226,32,expert1
508,226,65,expert1
501,226,77,expert1
709,226,148,expert1
704,226,181,expert1
506,226,187,expert1
506,226,224,expert1
508,226,228,expert1
508,227,7,expert1
713,227,23,expert1
508,227,32,expert1
709,227,64,expert1
506,227,70,expert1
506,227,71,expert1
704,227,149,expert1
502,227,182,expert1
506,228,27,expert1
501,228,65,expert1
709,228,146,expert1
711,228,163,expert1
502,228,203,expert1
713,228,224,expert1
702,229,7,expert1
711,229,37,expert1
702,229,64,expert1
704,229,95,expert1
502,229,116,expert1
704,229,116,expert1
713,229,195,expert1
506,229,220,expert1
502,230,46,expert1
708,230,74,expert1
709,230,102,expert1
508,230,112,expert1
508,230,126,expert1
710,230,130,expert1
708,230,135,expert1
506,230,137,expert1
502,230,224,expert1
