judge,candidate_chosen,candidate_not_chosen,time_taken
J24,C31.1 word,C113.2 word,11
J24,C105.1 word,C43.2 word,11.9
J24,256322-256314-22094276,C69.2 word,17.9
J24,256322-256314-21799725,C62.1 word,33.3
J24,C112.1 word,C46.2 word,12
J24,C38.1 word,C62.1 word,12.5
J24,C41.1 word,C62.1 word,12.5
J24,256322-256314-22780844,C68.1 word,17.1
J24,C47.2 word,C103.2 word,14.2
J24,C86.1 word,256322-256314-22795338,19.5
J24,256322-256314-22779100,C82.1 word,25.7
J24,C66.1 word,C85.1 word,11.3
J24,C58.1 word,C107.1 word,11.6
J24,256322-256314-21847156,256322-256314-22067929,13.6
J24,C98.1 word,C12.2 word,24.2
J24,256322-256314-21855861,C19.1 word,9.5
J24,C89.1 word,256322-256314-22759029,15.9
J24,C35.1 word,C28.1 word,16.9
J24,C43.1 word,C72.2 word,21.1
J24,C72.1 word,C115.2 word,4.8
J24,C106.1 word,C60.2 word,9.6
J24,256322-256314-22067929,256322-256314-21787881,11
J24,256322-256314-21788277,C112.2 word,11.5
J24,C55.1 word,C56.2 word,11.5
J24,256322-256314-22118172,C120.1 word,13.3
J24,256322-256314-21788344,256322-256314-22114669,9.2
J24,C47.2 word,C77.1 word,10.7
J24,256322-256314-22779100,C65.2 word,12.3
J24,C111.2 word,C26.2 word,12.8
J24,C116.1 word,C62.1 word,15
J24,C61.1 word,C59.2 word,8
J24,C11.2 word,C76.2 word,9.9
J24,C63.1 word,C85.1 word,12
J25,C35.1 word,C45.1 word,30.6
J25,C59.1 word,C66.1 word,9.8
J25,C47.2 word,C43.2 word,11.2
J25,C43.1 word,C111.2 word,14.2
J25,C16.1 word,256322-256314-21847713,14.2
J25,256322-256314-22114669,256322-256314-22041283,19.6
J25,C61.1 word,C99.2 word,5.5
J25,C109.2 word,C76.2 word,6.2
J25,256322-256314-22094276,C15.2 word,6.4
J25,C42.1 word,C11.2 word,7.9
J25,256322-256314-21847156,C81.2 word,9.2
J25,C77.1 word,C43.1 word,10.7
J25,C58.2 word,C66.1 word,11.2
J25,256322-256314-21855861,256322-256314-21847156,6.8
J25,256322-256314-21788135,C93.1 word,9
J25,C37.1 word,C90.1 word,9
J25,C28.1 word,256322-256314-22039885,9.6
J25,256322-256314-21855861,256322-256314-21851432,10.9
J25,256322-256314-21788344,C114.1 word,16.5
J25,C51.1 word,256322-256314-21839336,6.8
J25,256322-256314-22067929,C112.2 word,7.5
J25,C118.2 word,C105.2 word,9.3
J25,C116.1 word,C20.1 word,10
J25,C58.1 word,C94.1 word,10.6
J25,256322-256314-22113907,C51.2 word,13.5
J25,256322-256314-22828688,C18.1 word,4.1
J25,C82.1 word,C23.2 word,4.5
J25,C115.2 word,C64.1 word,5.2
J25,C103.2 word,C115.1 word,5.7
J25,256322-256314-22113907,256322-256314-22780844,8.9
J25,C113.2 word,C118.2 word,10.5
J25,C26.2 word,C12.2 word,11.9
J25,C83.2 word,C76.1 word,4.1
J25,256322-256314-21849538,C90.1 word,5.3
J25,C56.1 word,C45.2 word,5.3
J25,256322-256314-22759029,C25.1 word,7.7
J25,C97.1 word,C104.2 word,10.5
J25,C79.2 word,C43.2 word,11.9
J25,C110.2 word,C79.2 word,6
J25,C106.1 word,C89.1 word,7
J25,256322-256314-21848795,256322-256314-21787437,8.6
J25,256322-256314-21787881,256322-256314-21853772,10
J25,C105.1 word,C81.2 word,20.9
J25,C38.1 word,C119.1 word,24.3
J25,256322-256314-21858879,C44.2 word,4.4
J25,256322-256314-22824794,C51.2 word,4.4
J25,C74.1 word,C83.1 word,5.6
J25,C74.2 word,256322-256314-22034228,7.6
J25,256322-256314-22034134,256322-256314-22824807,8.9
J25,256322-256314-21950198,C111.2 word,9.7
J25,C84.1 word,256322-256314-21950198,13.2
J25,C118.2 word,C30.1 word,5.3
J25,256322-256314-21849538,C68.1 word,7
J25,256322-256314-22118172,256322-256314-22795338,8.8
J25,C3.2 word,C101.2 word,9.1
J25,C33.1 word,C41.1 word,10.2
J25,C45.2 word,C86.1 word,11.2
J25,256322-256314-21860772,C72.2 word,13.1
J25,C77.1 word,C99.1 word,5.7
J25,C22.2 word,C44.1 word,6.4
J25,256322-256314-21800794,256322-256314-22041283,6.7
J25,256322-256314-22780604,C43.2 word,9.3
J25,C16.1 word,C84.2 word,12.2
J25,C54.2 word,C113.1 word,19.8
J25,C98.1 word,C107.1 word,4.3
J25,C90.1 word,256322-256314-21787574,5.5
J25,C41.2 word,C91.1 word,6.7
J25,256322-256314-22052022,C19.1 word,7.6
J25,256322-256314-22041283,C32.1 word,7.8
J25,256322-256314-22159528,C32.1 word,8.3
J25,C99.1 word,C62.1 word,9.7
J25,C46.2 word,C64.2 word,10
J25,C86.1 word,256322-256314-22779100,3.8
J25,256322-256314-22039322,C48.1 word,4.5
J25,256322-256314-21787935,C117.1 word,6.8
J25,256322-256314-22824745,C105.2 word,6.9
J25,C74.2 word,C60.2 word,7.1
J25,C57.1 word,256322-256314-21849538,7.7
J25,C56.1 word,C52.2 word,9.1
J25,C49.1 word,C22.1 word,15.9
J25,C47.1 word,C25.2 word,4.2
J25,C114.2 word,C41.1 word,5.9
J25,C98.1 word,C108.2 word,7.5
J25,C120.1 word,256322-256314-22088225,7.9
J25,C94.1 word,C75.1 word,9.2
J25,C13.2 word,C42.2 word,10.4
J25,C46.2 word,C12.2 word,10.7
J25,256322-256314-21849538,C109.2 word,3
J25,C58.2 word,C85.1 word,3.3
J25,C51.1 word,C92.1 word,3.5
J25,C114.2 word,C61.1 word,3.6
J25,C14.2 word,256322-256314-22039885,4.8
J25,256322-256314-22067929,C22.2 word,5.1
J25,C32.1 word,C27.1 word,5.9
J25,C14.2 word,C35.1 word,6.1
J25,C22.2 word,C102.2 word,6.2
J25,C52.1 word,C45.1 word,8.4
J25,256322-256314-22034228,C61.2 word,9.2
J26,C47.1 word,C90.1 word,13.2
J26,256322-256314-22114669,C26.2 word,32.8
J26,256322-256314-21858879,C26.1 word,6.6
J26,C82.1 word,C46.2 word,7.7
J26,C38.1 word,C99.1 word,8.8
J26,C86.1 word,C99.2 word,27
J26,C63.1 word,C33.1 word,9
J26,C74.2 word,C18.1 word,13.5
J26,C104.2 word,C105.1 word,14
J26,C41.2 word,C44.2 word,15.5
J26,256322-256314-21799725,C3.2 word,18.9
J26,256322-256314-22824745,C93.1 word,6.6
J26,C105.1 word,C95.1 word,8.8
J26,256322-256314-22159528,C2.2 word,11.4
J26,256322-256314-21860772,256322-256314-22039322,15.5
J26,256322-256314-22824807,C113.1 word,7.9
J26,C117.1 word,C97.1 word,8.4
J26,C73.2 word,C25.2 word,8.4
J26,C25.1 word,C52.1 word,8.7
J26,C56.2 word,C59.2 word,17.9
J26,C44.1 word,C45.1 word,21.6
J26,256322-256314-22466548,C82.1 word,8.1
J26,C15.2 word,256322-256314-22824794,17.8
J26,C111.2 word,C61.2 word,35.2
J26,256322-256314-22779100,C84.2 word,7.8
J26,256322-256314-21800794,C3.2 word,9.4
J26,256322-256314-21788344,256322-256314-21787935,9.9
J26,C59.2 word,C85.1 word,18.7
J26,256322-256314-22780844,C99.2 word,2.6
J26,256322-256314-22041283,C102.2 word,7
J26,C64.2 word,C14.2 word,9
J26,C105.2 word,C109.2 word,9.9
J26,256322-256314-22759029,C118.2 word,11.1
J26,256322-256314-21860772,C27.1 word,13.9
J26,C112.1 word,C112.2 word,25.5
J26,256322-256314-21849538,256322-256314-22034228,7.7
J26,256322-256314-21848795,C120.1 word,8.9
J26,C74.1 word,256322-256314-21787881,11.1
J26,256322-256314-22780604,C66.1 word,12.9
J26,C43.1 word,C80.2 word,16.9
J26,C57.1 word,256322-256314-22828688,8.4
J26,256322-256314-21800794,C65.1 word,11.4
J26,256322-256314-21950198,C38.1 word,19.9
J26,256322-256314-21788135,C72.2 word,21.1
J26,C22.1 word,C109.1 word,5.4
J26,C31.1 word,256322-256314-22759029,5.4
J26,C28.1 word,C45.1 word,9.6
J26,C84.1 word,C99.1 word,11.7
J26,C58.2 word,C51.1 word,14.1
J26,C114.1 word,C3.2 word,9.3
J26,256322-256314-21853772,C28.1 word,9.3
J26,C68.1 word,C27.1 word,16.2
J26,C75.1 word,C119.1 word,33.3
J26,C41.1 word,C114.1 word,7.2
J26,256322-256314-22039885,C59.2 word,10.1
J26,256322-256314-22052022,256322-256314-21788135,11
J26,C69.2 word,256322-256314-21788390,15.7
J26,C29.1 word,256322-256314-21788344,19.9
J26,256322-256314-21787437,C114.1 word,6.2
J26,256322-256314-22034134,C19.1 word,22
J26,256322-256314-21788277,C3.2 word,34
J26,C45.2 word,C98.1 word,7.8
J26,C113.2 word,C58.1 word,7.9
J26,C37.1 word,C2.2 word,8.9
J26,C21.1 word,C81.2 word,10.2
J26,256322-256314-22039322,256322-256314-21847156,17.7
J26,C47.1 word,C42.1 word,6.1
J26,C29.1 word,C9.2 word,8.8
J26,256322-256314-22113907,C116.1 word,9.3
J26,C35.1 word,C105.2 word,10.3
J26,256322-256314-22041283,C65.2 word,20.3
J26,C13.2 word,C73.2 word,7.1
J26,256322-256314-22824807,C12.2 word,15.4
J26,256322-256314-22094276,C25.2 word,4.8
J26,C81.1 word,C20.1 word,6.6
J26,C64.1 word,C22.2 word,10.8
J26,256322-256314-21800794,C77.1 word,15
J26,C101.2 word,C44.2 word,47.5
J26,C38.1 word,C90.1 word,4.6
J26,256322-256314-21848795,C76.1 word,5
J26,256322-256314-22159528,C83.1 word,5.8
J26,C90.1 word,C41.2 word,8.1
J26,C16.1 word,C95.1 word,9.8
J26,256322-256314-22088225,C65.2 word,11.8
J26,C63.1 word,C59.2 word,18.7
J26,256322-256314-22114669,C45.2 word,7.4
J26,256322-256314-21847713,256322-256314-22824759,8.3
J26,C61.1 word,C58.2 word,8.5
J26,256322-256314-21851432,C101.2 word,8.7
J26,C74.2 word,C81.2 word,12.2
J26,C58.2 word,C93.1 word,20.7
J26,C46.2 word,256322-256314-21799725,7.6
J26,C50.1 word,C66.1 word,10.2
J26,C117.1 word,256322-256314-21788390,13.4
J26,256322-256314-22114669,C30.1 word,24.5
J26,C11.2 word,C34.1 word,5.5
J26,C113.1 word,256322-256314-22795338,12.7
J26,C117.1 word,C91.1 word,14.7
J26,C57.1 word,C86.1 word,15.5
J27,C84.2 word,C26.1 word,44.8
J27,C113.1 word,C48.1 word,8.9
J27,C101.2 word,256322-256314-22159528,10.6
J27,C101.2 word,C107.1 word,14.7
J27,256322-256314-21799725,C41.1 word,30.2
J27,256322-256314-22828688,C97.1 word,11.4
J27,256322-256314-22780844,C113.2 word,13.4
J27,256322-256314-21855861,C89.1 word,17
J27,C95.1 word,C26.1 word,17.2
J27,C64.2 word,C57.1 word,6.8
J27,C46.2 word,256322-256314-21853772,13.5
J27,256322-256314-22034228,256322-256314-21788344,43.3
J27,C26.2 word,C92.1 word,6.4
J27,C73.2 word,C3.2 word,9.9
J27,C114.2 word,C59.1 word,10.7
J27,256322-256314-22780844,256322-256314-22824745,15.1
J27,C99.1 word,C56.1 word,20.4
J27,C84.1 word,C56.2 word,13
J27,256322-256314-22824759,C50.1 word,15.6
J27,256322-256314-21853772,C69.2 word,7.8
J27,256322-256314-22088225,C65.1 word,8.7
J27,256322-256314-21858879,C74.2 word,29.6
J28,256322-256314-22039885,C47.2 word,102.8
J28,C16.1 word,256322-256314-22034228,4.8
J28,C98.1 word,256322-256314-22795338,79.2
J28,256322-256314-21787574,256322-256314-21787935,7.1
J28,C25.2 word,C83.2 word,10.8
J28,C63.1 word,256322-256314-22759029,68.4
J28,C31.1 word,256322-256314-21788277,79.1
J28,256322-256314-21853772,C61.1 word,3.2
J28,C51.1 word,C64.1 word,4.3
J28,C61.2 word,C22.1 word,73.8
J28,C58.1 word,C89.1 word,18.8
J28,C109.1 word,C14.2 word,21.6
J28,C20.1 word,C109.2 word,22.6
J28,C111.2 word,C51.2 word,30.4
J28,C41.2 word,C108.2 word,30.8
J28,256322-256314-22052022,C45.1 word,25.9
J28,256322-256314-22759029,256322-256314-21847713,26.6
J28,C103.2 word,C43.2 word,13.8
J28,C65.1 word,256322-256314-21787437,14.2
J28,C89.1 word,C62.1 word,34.6
J28,C85.1 word,C26.1 word,11.3
J28,256322-256314-22779100,C56.2 word,13.7
J28,C111.2 word,C54.2 word,14
J28,256322-256314-21787437,C26.2 word,17
J28,C61.2 word,C84.2 word,19.9
J28,256322-256314-22052022,C102.2 word,22.4
J28,256322-256314-22114669,256322-256314-22466548,24.8
J28,C104.2 word,C45.2 word,11.9
J28,C15.2 word,C90.1 word,19.2
J28,C16.1 word,C76.1 word,395.8
J28,C56.1 word,C27.1 word,28.9
J28,C81.2 word,C42.1 word,202.1
J28,C106.1 word,C115.1 word,64.1
J28,C59.2 word,C34.1 word,11.6
J28,256322-256314-21849538,256322-256314-21847156,23.3
J28,256322-256314-21848795,C82.1 word,14.3
J28,C16.1 word,256322-256314-21860772,62.8
J28,C113.2 word,256322-256314-22041283,48.6
J28,C65.1 word,256322-256314-22795338,10.8
J28,C51.1 word,256322-256314-21800794,72.8
J28,C76.1 word,C52.1 word,18.3
J28,C66.1 word,C92.1 word,32.3
J28,C91.1 word,C13.2 word,7.2
J28,256322-256314-22159528,C68.1 word,9.6
J28,C81.1 word,C47.1 word,11.8
J28,C91.1 word,C74.1 word,18.1
J28,256322-256314-22088225,256322-256314-22034228,26.3
J28,C102.2 word,256322-256314-22039322,49.9
J28,C55.1 word,C73.2 word,10.9
J28,C75.2 word,C99.2 word,14.3
J28,256322-256314-21860772,C83.1 word,24
J28,C68.1 word,C58.2 word,24.7
J28,256322-256314-22795338,256322-256314-21787574,8.1
J28,C61.1 word,C69.2 word,10.8
J28,256322-256314-21950198,C59.1 word,16
J28,C12.2 word,C83.2 word,20.2
J28,C65.1 word,C72.1 word,10.4
J28,C113.1 word,256322-256314-22780604,20.2
J28,C15.2 word,C64.1 word,28.9
J28,C68.1 word,C14.2 word,8.6
J28,C69.2 word,C48.1 word,8.6
J28,C114.2 word,C105.1 word,16.3
J28,C65.1 word,C2.2 word,23.2
J28,256322-256314-21800794,256322-256314-22780844,11.7
J28,C62.1 word,C101.2 word,17.1
J28,256322-256314-21788277,256322-256314-21799725,34.5
J28,256322-256314-21788344,256322-256314-21787881,11.4
J28,C2.2 word,C25.1 word,12.8
J28,C109.1 word,256322-256314-21788135,30.5
J28,C29.1 word,256322-256314-22067929,8.6
J28,C22.2 word,C84.1 word,10.3
J28,C58.2 word,C33.1 word,18.4
J28,C75.1 word,256322-256314-22118172,18.7
J28,C65.2 word,C79.2 word,14.7
J28,C47.1 word,C115.2 word,26.9
J28,C84.1 word,C80.2 word,8.4
J28,256322-256314-22113907,C77.1 word,9.3
J28,256322-256314-21853772,256322-256314-21855861,20.9
J28,256322-256314-22039322,C74.2 word,34.7
J28,C84.2 word,C105.2 word,9.3
J28,C14.2 word,C38.1 word,17.9
J28,C15.2 word,C20.1 word,22.5
J28,C19.1 word,C60.2 word,22.8
J28,C99.1 word,C25.2 word,8.6
J28,C119.1 word,C97.1 word,10.7
J28,C25.2 word,C58.1 word,16.2
J28,C37.1 word,C95.1 word,26.3
J28,C97.1 word,C107.1 word,14.5
J28,C85.1 word,C112.2 word,41.1
J28,256322-256314-22041283,C41.1 word,7.9
J28,C22.1 word,C54.2 word,9.3
J28,C65.1 word,256322-256314-21839336,10
J28,256322-256314-21800794,C116.1 word,30.6
J28,C81.2 word,C52.2 word,7
J28,C50.1 word,C44.1 word,7.2
J28,C18.1 word,C56.2 word,15.6
J28,256322-256314-22779100,C109.2 word,25
J28,C84.1 word,C46.2 word,9.2
J28,C42.1 word,C112.1 word,9.6
J28,C101.2 word,256322-256314-22466548,10.4
J29,C82.1 word,C62.1 word,32.7
J29,256322-256314-22094276,C115.2 word,25.1
J29,256322-256314-22113907,256322-256314-21787574,7.4
J29,C22.2 word,C101.2 word,13.4
J29,C60.2 word,C105.1 word,23.9
J29,256322-256314-21800794,C18.1 word,16.2
J29,C49.1 word,C62.1 word,19.2
J29,C118.2 word,C27.1 word,42.8
J29,C120.1 word,C106.1 word,11.2
J29,256322-256314-22039322,C83.1 word,14.3
J29,C52.1 word,C25.2 word,15.9
J29,256322-256314-21849538,C61.1 word,18.9
J29,C73.2 word,C98.1 word,9.1
J29,C65.2 word,C42.2 word,9.5
J29,C74.1 word,C119.1 word,10.9
J29,256322-256314-22039885,C19.1 word,11
J29,256322-256314-22759029,C44.2 word,21.8
J29,256322-256314-22052022,C45.2 word,20.8
J29,C13.2 word,C27.1 word,24.3
J29,256322-256314-21788390,C12.2 word,33.3
J29,C37.1 word,C23.2 word,5565.8
J29,256322-256314-21851432,C32.1 word,12.9
J29,C35.1 word,256322-256314-22780604,15.8
J29,C47.2 word,256322-256314-22041283,22
J29,C76.2 word,C15.2 word,10.5
J29,C75.2 word,C69.2 word,20.8
J29,C21.1 word,C99.2 word,22.7
J29,C29.1 word,C13.2 word,8
J29,C99.1 word,C58.1 word,10.1
J29,C22.1 word,256322-256314-21849538,38.7
J29,256322-256314-21787437,C118.2 word,4.7
J29,C55.1 word,C105.2 word,12.9
J29,C66.1 word,C119.1 word,14.6
J29,C28.1 word,C42.1 word,24.2
J29,256322-256314-21853772,C59.2 word,14.4
J29,C54.2 word,C21.1 word,22.6
J29,C79.2 word,C108.2 word,22.7
J29,C58.2 word,C107.1 word,8
J29,256322-256314-22795338,C108.2 word,8
J29,256322-256314-22034228,C14.2 word,14.2
J29,256322-256314-22034134,256322-256314-21839336,27.1
J29,256322-256314-21788135,C115.2 word,7.8
J29,256322-256314-21858879,C31.1 word,9.4
J29,256322-256314-21847156,C64.1 word,14.7
J29,C61.2 word,256322-256314-21800794,16.4
J29,C74.1 word,C90.1 word,17.7
J29,C35.1 word,C117.1 word,8
J29,C84.1 word,C47.1 word,8.7
J29,C104.2 word,C52.2 word,9.4
J29,C22.1 word,C25.1 word,12
J29,C81.1 word,C56.1 word,8.1
J29,256322-256314-22113907,C76.1 word,9.3
J29,C18.1 word,C68.1 word,9.6
J29,256322-256314-21860772,C52.1 word,27.4
J29,256322-256314-21849538,C110.2 word,31.2
J29,C106.1 word,C91.1 word,4.9
J29,C109.1 word,C30.1 word,5.7
J29,C86.1 word,C58.1 word,8.9
J29,C83.2 word,C46.2 word,9.5
J29,C2.2 word,C105.1 word,10.8
J29,256322-256314-22052022,C72.2 word,14.1
J29,C43.2 word,C43.1 word,5.1
J29,C112.1 word,C41.2 word,8.9
J29,256322-256314-21799725,C51.2 word,19.3
J29,256322-256314-22041283,C9.2 word,20.6
J29,C95.1 word,C112.2 word,6.7
J29,256322-256314-22824794,256322-256314-22113907,10.5
J29,256322-256314-22067929,C79.2 word,13.3
J29,C47.2 word,C51.1 word,15.1
J29,256322-256314-21849538,C64.2 word,22
J29,C75.1 word,256322-256314-21787881,4.6
J29,256322-256314-21950198,C35.1 word,10.6
J29,C75.2 word,C45.2 word,12.3
J29,C52.1 word,C44.1 word,12.4
J29,C47.2 word,C116.1 word,12.8
J29,256322-256314-22828688,C84.1 word,13.6
J29,256322-256314-22118172,C18.1 word,4
J29,C41.1 word,256322-256314-22114669,4.3
J29,256322-256314-22824759,C20.1 word,5.9
J29,256322-256314-22088225,C85.1 word,6.9
J29,256322-256314-21847713,C64.2 word,7.3
J29,C109.1 word,256322-256314-21787574,8.3
J29,256322-256314-21788277,C93.1 word,9.8
J29,256322-256314-22159528,C84.1 word,13.5
J29,256322-256314-22039322,C61.1 word,9
J29,C56.1 word,C34.1 word,14
J29,256322-256314-21788277,C92.1 word,16.6
J29,256322-256314-22759029,C114.2 word,3.3
J29,256322-256314-22466548,C99.1 word,7.8
J29,C54.2 word,C11.2 word,8.7
J29,C74.2 word,C25.2 word,9.1
J29,C97.1 word,C113.2 word,23.5
J29,256322-256314-22039885,C94.1 word,8
J29,C59.1 word,C42.2 word,9.2
J29,256322-256314-22759029,C50.1 word,29.2
J29,C59.1 word,C65.1 word,8.3
J29,256322-256314-21788390,C45.1 word,16
J29,256322-256314-22113907,C49.1 word,69.2
